Unnamed: 0,B365H,B365D,B365A,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA
0,1.727,3.25,4.333,1.8,3.1,3.8,1.615,3.25,5.0,1.66,3.3,4.5
1,2.8,3.25,2.2,2.9,3.0,2.2,2.8,3.2,2.2,2.75,3.1,2.3
2,2.25,3.25,2.75,2.3,3.0,2.7,2.25,3.2,2.75,2.3,3.1,2.75
3,1.727,3.25,4.333,1.8,3.1,3.8,1.833,3.2,3.75,1.72,3.2,4.33
4,1.6669999999999998,3.4,4.5,1.7,3.2,4.2,1.615,3.5,4.5,1.66,3.3,4.5
5,1.2,5.0,12.0,1.2,5.0,10.0,1.2,5.0,11.0,1.2,5.0,11.0
6,1.222,5.0,10.0,1.25,4.5,9.0,1.25,4.5,10.0,1.22,5.0,9.5
7,3.0,3.25,2.1,2.9,3.0,2.2,3.0,3.2,2.1,3.2,3.0,2.1
8,1.571,3.4,5.5,1.65,3.3,4.4,1.615,3.5,4.5,1.57,3.5,5.0
9,2.75,3.25,2.25,2.5,3.0,2.5,2.75,3.2,2.25,2.7,3.0,2.37
17,4.0,3.5,1.727,4.2,3.2,1.7,4.0,3.4,1.727,4.33,3.2,1.72
16,3.75,3.25,1.833,3.5,3.1,1.9,4.0,3.2,1.8,4.2,3.25,1.72
15,1.833,3.25,3.75,1.9,3.1,3.5,1.909,3.2,3.5,1.8,3.1,4.0
14,2.1,3.0,3.25,2.0,3.1,3.2,2.1,3.2,3.0,2.1,3.1,3.1
10,2.625,3.2,2.375,2.6,3.0,2.4,2.4,3.25,2.5,2.5,3.1,2.5
12,1.3330000000000002,4.333,7.5,1.3,4.2,8.0,1.364,3.75,8.0,1.28,4.33,8.5
11,2.1,3.25,3.0,2.2,3.0,2.9,2.2,3.25,2.75,2.1,3.1,3.1
13,2.5,3.2,2.5,2.7,3.0,2.3,2.75,3.25,2.2,2.62,3.25,2.3
18,1.17,5.5,13.0,1.2,5.0,10.0,1.2,5.0,11.0,1.16,5.5,12.0
19,2.4,3.2,2.6,2.3,3.0,2.7,2.4,3.25,2.5,2.5,3.1,2.5
24,3.0,3.25,2.1,3.2,3.1,2.0,2.75,3.25,2.2,3.2,3.2,2.0
23,1.5,3.4,6.5,1.4,3.9,6.0,1.44,3.6,6.5,1.36,3.75,8.0
22,1.67,3.4,4.5,1.6,3.4,4.6,1.67,3.25,4.5,1.66,3.3,4.5
21,3.0,3.25,2.1,2.8,2.9,2.3,3.4,3.25,1.91,3.0,3.2,2.1
20,2.2,3.25,2.8,2.1,3.0,3.1,2.2,3.25,2.75,2.2,3.2,2.8
25,4.0,3.25,1.8,3.5,3.1,1.9,4.333,3.4,1.6669999999999998,4.0,3.1,1.8
26,1.727,3.25,4.333,1.8,3.1,3.8,1.8,3.2,4.0,1.72,3.2,4.33
27,5.0,3.4,1.615,4.4,3.3,1.65,4.5,3.25,1.6669999999999998,5.5,3.4,1.53
28,1.6669999999999998,3.4,4.5,1.65,3.3,4.4,1.571,3.5,5.0,1.57,3.3,5.5
29,2.625,3.2,2.375,2.7,3.0,2.3,2.75,3.2,2.25,2.87,3.1,2.2
30,1.727,3.5,4.0,1.7,3.2,4.2,1.6669999999999998,3.4,4.333,1.72,3.2,4.33
31,2.5,3.0,2.625,2.4,3.0,2.6,2.6,3.2,2.375,2.5,3.1,2.5
32,3.0,3.0,2.25,2.7,3.0,2.3,2.75,3.2,2.25,2.87,3.0,2.25
33,1.615,3.4,5.0,1.65,3.3,4.4,1.571,3.5,5.0,1.66,3.3,4.5
34,1.3330000000000002,4.333,7.5,1.3,4.2,8.0,1.3,4.333,8.0,1.3,4.33,8.0
35,1.8,3.25,4.0,1.9,3.1,3.5,1.909,3.2,3.5,1.8,3.25,3.8
36,2.5,3.2,2.5,2.5,3.0,2.5,2.5,3.2,2.5,2.37,3.1,2.62
37,2.375,3.2,2.625,2.5,3.0,2.5,2.375,3.2,2.6,2.4,3.1,2.6
38,1.25,4.5,11.0,1.25,4.5,9.0,1.3330000000000002,3.75,9.0,1.28,4.5,8.0
39,1.2,5.5,10.0,1.25,4.5,9.0,1.222,5.0,10.0,1.22,5.0,9.5
40,2.1,3.25,3.0,1.9,3.1,3.5,2.2,3.2,2.8,2.0,3.2,3.2
41,2.0,3.25,3.25,2.0,3.1,3.2,2.0,3.2,3.2,2.0,3.2,3.2
42,1.571,3.4,5.5,1.6,3.4,4.6,1.615,3.5,4.5,1.61,3.3,5.0
48,2.25,3.25,2.75,2.2,3.0,2.9,2.2,3.25,2.75,2.2,3.2,2.8
47,2.1,3.25,3.0,2.2,3.0,2.9,2.25,3.2,2.75,2.2,3.2,2.8
46,2.75,3.0,2.375,2.7,3.0,2.3,2.6,3.2,2.375,2.87,3.0,2.25
45,1.909,3.25,3.5,1.8,3.1,3.8,2.0,3.2,3.2,2.0,3.2,3.2
44,5.0,3.4,1.615,4.2,3.2,1.7,4.5,3.25,1.6669999999999998,4.5,3.3,1.66
43,4.333,3.25,1.727,3.8,3.1,1.8,5.0,3.25,1.615,4.33,3.2,1.72
49,1.909,3.25,3.5,2.1,3.0,3.1,2.0,3.2,3.2,2.0,3.2,3.2
50,1.6669999999999998,3.4,4.5,1.8,3.1,3.8,1.727,3.2,4.333,1.72,3.2,4.33
51,2.5,3.0,2.625,2.5,3.0,2.5,2.375,3.0,2.75,2.5,3.1,2.5
57,2.1,3.25,3.0,2.0,3.1,3.2,2.0,3.4,3.0,2.1,3.25,2.9
56,2.0,3.25,3.25,2.1,3.0,3.1,1.909,3.25,3.4,2.0,3.2,3.2
55,1.727,3.2,4.5,1.8,3.1,3.8,1.6669999999999998,3.25,4.5,1.66,3.3,4.5
53,1.25,4.5,11.0,1.3,4.2,8.0,1.286,4.333,9.0,1.33,4.0,8.0
52,1.2,5.5,10.0,1.25,4.5,9.0,1.2,5.0,11.0,1.22,5.0,9.5
54,1.444,3.75,6.5,1.4,3.9,6.0,1.5,3.4,6.0,1.44,3.6,6.5
58,1.833,3.25,3.75,1.85,3.1,3.6,1.8,3.2,4.0,1.9,3.1,3.6
59,2.75,3.25,2.25,2.9,3.0,2.2,2.6,3.2,2.375,2.6,3.1,2.4
60,2.625,3.0,2.5,2.7,3.0,2.3,2.75,3.2,2.25,2.5,3.1,2.5
66,3.0,3.25,2.1,2.9,3.0,2.2,2.8,3.2,2.2,3.2,3.2,2.0
67,2.8,3.25,2.2,2.9,3.0,2.2,3.0,3.4,2.0,3.0,3.2,2.1
65,2.25,3.25,2.75,2.4,3.0,2.6,2.25,3.2,2.75,2.5,3.1,2.5
68,2.375,3.0,2.75,2.3,3.0,2.7,2.38,3.2,2.6,2.4,3.1,2.6
63,4.5,3.4,1.6669999999999998,4.2,3.2,1.7,4.33,3.2,1.73,4.5,3.3,1.66
62,2.0,3.25,3.25,2.0,3.1,3.2,2.2,3.2,2.8,2.0,3.2,3.2
61,2.625,3.2,2.375,2.7,3.0,2.3,2.5,3.25,2.4,2.75,3.2,2.25
64,1.571,3.4,5.5,1.6,3.4,4.6,1.5,3.4,6.0,1.57,3.3,5.5
69,2.6,3.2,2.4,2.5,3.0,2.5,2.6,3.2,2.38,2.6,3.1,2.4
70,1.4,3.75,7.5,1.45,3.8,5.4,1.4,3.75,7.0,1.36,3.75,8.0
71,2.3,3.2,2.7,2.3,3.0,2.7,2.2,3.25,2.75,2.37,3.1,2.62
72,1.727,3.25,4.333,1.65,3.3,4.4,1.67,3.4,4.33,1.72,3.25,4.2
76,1.6669999999999998,3.4,4.5,1.8,3.1,3.8,1.73,3.2,4.33,1.72,3.2,4.33
75,2.1,3.25,3.0,2.1,3.0,3.1,2.0,3.2,3.2,2.1,3.2,3.0
77,1.727,3.25,4.333,1.75,3.2,4.0,1.73,3.2,4.33,1.83,3.2,3.75
73,1.167,5.5,13.0,1.2,5.0,10.0,1.17,5.5,12.0,1.14,6.0,12.0
74,2.6,3.2,2.4,2.5,3.0,2.5,2.75,3.0,2.38,2.6,3.1,2.4
78,1.3,4.5,8.0,1.25,4.5,9.0,1.29,4.33,9.0,1.28,4.5,8.0
79,2.3,3.2,2.7,2.2,3.0,2.9,2.4,3.25,2.5,2.3,3.1,2.75
80,5.5,3.5,1.533,4.4,3.3,1.65,5.0,3.5,1.57,5.5,3.3,1.57
81,4.333,3.25,1.727,3.8,3.1,1.8,4.0,3.2,1.8,3.8,3.25,1.8
82,2.75,3.0,2.375,2.6,3.1,2.3,2.6,3.2,2.38,2.87,3.1,2.2
83,2.6,3.2,2.4,2.5,3.0,2.5,2.6,3.2,2.38,2.62,3.1,2.37
84,2.0,3.25,3.25,1.9,3.1,3.5,2.1,3.2,3.0,2.2,3.1,2.87
85,2.375,3.0,2.75,2.3,3.0,2.7,2.25,3.2,2.75,2.25,3.2,2.75
86,1.533,3.5,5.5,1.6,3.4,4.6,1.5,3.4,6.0,1.57,3.3,5.5
87,1.727,3.25,4.333,1.85,3.1,3.6,1.8,3.2,4.0,1.8,3.1,4.0
88,1.8,3.25,4.0,1.9,3.1,3.5,1.8,3.25,3.75,1.8,3.1,4.0
94,1.533,3.5,5.5,1.55,3.5,4.8,1.53,3.5,5.5,1.5,3.4,6.0
93,1.3,4.5,8.0,1.3,4.2,8.0,1.25,4.5,10.0,1.3,4.33,8.0
92,1.533,3.5,5.5,1.5,3.7,5.0,1.5,3.4,6.0,1.5,3.4,6.0
90,2.1,3.25,3.0,2.2,3.0,2.9,2.0,3.4,3.0,2.1,3.2,3.0
89,1.3,4.5,8.0,1.45,3.8,5.4,1.29,4.5,8.0,1.28,4.5,8.0
91,1.4,3.75,7.5,1.4,3.9,6.0,1.4,3.75,7.0,1.33,4.0,8.0
95,2.375,3.2,2.625,2.2,3.0,2.9,2.25,3.2,2.75,2.3,3.1,2.75
96,2.0,3.25,3.25,1.85,3.1,3.6,1.91,3.25,3.4,2.1,3.2,3.0
97,2.1,3.25,3.0,2.1,3.0,3.1,2.1,3.2,3.0,2.2,3.1,2.87
100,1.3330000000000002,4.333,7.5,1.3,4.2,8.0,1.33,4.0,8.0,1.33,4.0,8.0
98,1.909,3.25,3.5,2.1,3.0,3.1,1.91,3.25,3.4,2.0,3.2,3.2
99,1.3330000000000002,4.333,7.5,1.45,3.8,5.4,1.36,3.75,8.0,1.33,4.0,8.0
101,2.4,3.2,2.6,2.4,3.0,2.6,2.4,3.25,2.5,2.5,3.1,2.5
102,1.727,3.25,4.333,1.8,3.1,3.8,1.73,3.2,4.33,1.66,3.3,4.5
103,1.909,3.25,3.5,2.1,3.0,3.1,1.91,3.25,3.4,2.0,3.2,3.2
104,4.5,3.4,1.6669999999999998,4.0,3.3,1.7,4.0,3.4,1.73,3.75,3.3,1.8
105,1.727,3.25,4.333,1.7,3.2,4.2,1.73,3.2,4.33,1.8,3.3,3.75
106,2.3,3.2,2.7,2.5,3.0,2.5,2.2,3.25,2.75,2.37,3.1,2.62
113,2.25,3.25,2.75,2.3,3.0,2.7,2.25,3.2,2.75,2.3,3.1,2.7
111,1.6669999999999998,3.4,4.5,1.8,3.1,3.8,1.57,3.5,5.0,1.66,3.3,4.5
110,1.444,3.75,6.5,1.45,3.8,5.4,1.4,3.75,7.0,1.44,3.6,6.5
112,3.5,3.25,1.909,3.6,3.1,1.85,3.75,3.2,1.83,3.75,3.2,1.83
108,2.2,3.25,2.8,2.0,3.1,3.2,2.0,3.2,3.2,2.1,3.1,3.1
107,1.5,3.5,6.0,1.55,3.5,4.8,1.44,3.6,6.5,1.44,3.6,6.5
109,2.0,3.25,3.25,1.9,3.1,3.5,2.1,3.0,3.2,1.9,3.2,3.5
114,2.7,3.2,2.3,2.4,3.0,2.6,2.8,3.2,2.2,2.8,3.1,2.25
115,2.375,3.2,2.625,2.3,3.0,2.7,2.4,3.25,2.5,2.5,3.1,2.5
116,1.533,3.5,5.5,1.6,3.4,4.6,1.57,3.5,5.0,1.53,3.25,6.0
117,1.6669999999999998,3.4,4.5,1.8,3.1,3.8,1.73,3.2,4.33,1.61,3.3,5.0
118,1.615,3.4,5.0,1.55,3.5,4.8,1.62,3.25,5.0,1.57,3.5,5.0
119,2.625,3.0,2.5,2.7,3.0,2.3,2.75,3.0,2.38,2.62,2.9,2.5
124,4.0,3.25,1.8,3.8,3.1,1.8,4.33,3.4,1.67,4.33,3.2,1.72
123,1.364,4.0,7.5,1.4,3.9,6.0,1.33,4.0,8.0,1.33,4.0,8.0
122,1.5,3.5,6.0,1.5,3.7,5.0,1.57,3.5,5.0,1.57,3.3,5.5
120,2.3,3.2,2.7,2.2,3.0,2.9,2.2,3.25,2.75,2.25,3.1,2.8
121,2.1,3.25,3.0,1.9,3.1,3.5,2.1,3.2,3.0,2.1,3.2,3.0
125,1.8,3.25,4.0,1.9,3.1,3.5,1.8,3.2,4.0,1.83,3.2,3.75
126,3.5,3.25,1.909,2.9,3.0,2.2,3.75,3.2,1.83,3.4,3.25,1.9
127,1.444,3.6,7.0,1.6,3.4,4.6,1.5,3.4,6.0,1.44,3.5,7.0
128,3.75,3.25,1.833,3.5,3.1,1.9,3.75,3.2,1.83,3.5,3.2,1.9
129,1.615,3.4,5.0,1.6,3.4,4.6,1.62,3.25,5.0,1.66,3.3,4.5
130,4.333,3.25,1.727,3.8,3.1,1.8,4.33,3.4,1.67,4.5,3.3,1.66
131,1.909,3.25,3.5,1.85,3.1,3.6,1.83,3.2,3.75,1.9,3.2,3.5
132,2.4,3.2,2.6,2.3,3.0,2.7,2.4,3.25,2.5,2.37,3.1,2.62
133,2.1,3.25,3.0,2.2,3.0,2.9,2.0,3.2,3.2,2.0,3.2,3.2
138,1.8,3.25,4.0,1.9,3.1,3.5,1.73,3.5,3.75,1.8,3.3,3.75
137,1.4,3.75,7.5,1.45,3.6,5.8,1.4,3.75,7.0,1.4,3.6,7.5
136,2.0,3.25,3.25,2.0,3.1,3.2,1.91,3.2,3.5,2.0,3.2,3.2
135,2.6,3.2,2.4,2.5,3.0,2.5,2.6,3.2,2.38,2.6,3.1,2.4
134,1.3330000000000002,4.0,9.0,1.4,3.9,6.0,1.4,3.75,7.0,1.28,4.5,8.0
139,1.8,3.25,4.0,1.75,3.2,4.0,1.8,3.25,3.75,1.9,3.25,3.4
140,2.3,3.2,2.7,2.1,3.0,3.1,2.38,3.2,2.6,2.25,3.1,2.8
141,1.909,3.25,3.5,1.8,3.1,3.8,2.1,3.2,3.0,1.9,3.25,3.4
148,1.727,3.5,4.0,1.8,3.1,3.8,1.73,3.4,4.0,1.83,3.2,3.75
147,2.25,3.25,2.75,2.2,3.0,2.9,2.2,3.25,2.75,2.25,3.2,2.75
145,2.5,3.2,2.5,2.4,3.0,2.6,2.38,3.2,2.6,2.37,3.1,2.62
146,2.1,3.25,3.0,2.1,3.0,3.1,1.91,3.25,3.4,2.0,3.3,3.1
143,2.6,3.2,2.4,2.4,3.0,2.6,2.75,3.2,2.25,2.5,3.1,2.5
142,2.375,3.2,2.625,2.2,3.0,2.9,2.25,3.2,2.75,2.3,3.2,2.62
144,3.5,3.25,1.909,3.6,3.1,1.85,3.2,3.2,2.0,3.75,3.2,1.83
149,1.444,3.6,7.0,1.5,3.7,5.0,1.44,3.6,6.5,1.4,3.6,7.5
150,2.3,3.2,2.7,2.2,3.0,2.9,2.5,3.2,2.5,2.25,3.2,2.75
155,2.3,3.2,2.7,2.1,3.0,3.1,2.2,3.25,2.75,2.3,3.1,2.75
151,1.8,3.25,4.0,1.7,3.2,4.2,1.57,3.25,5.5,1.66,3.3,4.5
152,2.1,3.25,3.0,2.1,3.0,3.1,2.0,3.4,3.0,2.1,3.3,2.87
153,1.833,3.25,3.75,2.1,3.0,3.1,1.83,3.2,3.75,1.9,3.2,3.5
154,1.286,4.5,9.0,1.3,4.2,8.0,1.22,5.0,10.0,1.25,5.0,8.0
157,4.333,3.25,1.727,4.0,3.2,1.75,4.5,3.25,1.67,4.2,3.25,1.72
158,3.0,3.1,2.2,2.9,3.0,2.2,3.4,3.25,1.91,3.0,3.0,2.2
156,1.8,3.25,4.0,1.8,3.1,3.8,1.67,3.4,4.33,1.72,3.4,4.0
159,2.4,3.2,2.6,2.4,2.9,2.7,2.5,3.2,2.5,2.25,3.2,2.75
160,2.2,3.25,2.8,2.2,3.0,2.9,2.2,3.25,2.75,2.1,3.2,3.0
161,1.5,3.5,6.0,1.55,3.5,4.8,1.5,3.4,6.0,1.5,3.4,6.0
162,1.909,3.25,3.5,1.85,3.2,3.5,1.91,3.4,3.25,1.83,3.4,3.5
163,1.533,3.5,5.5,1.6,3.4,4.6,1.44,3.75,6.0,1.53,3.4,5.5
164,2.375,2.875,2.875,2.2,3.0,2.9,2.25,3.2,2.75,2.2,3.0,3.0
165,1.833,3.25,3.75,1.85,3.2,3.5,1.67,3.4,4.33,1.83,3.2,3.75
167,1.833,3.25,3.75,1.8,3.1,3.8,1.91,3.25,3.4,1.8,3.25,3.8
166,4.0,3.5,1.727,3.8,3.1,1.8,4.0,3.4,1.73,4.5,3.3,1.66
168,2.25,3.25,2.75,2.2,3.0,2.9,2.2,3.25,2.75,2.2,3.2,2.8
175,1.6669999999999998,3.4,4.5,1.8,3.1,3.8,1.67,3.4,4.33,1.66,3.3,4.5
174,2.4,3.2,2.6,2.5,3.0,2.5,2.5,3.25,2.4,2.5,3.1,2.5
173,1.909,3.25,3.5,2.0,3.1,3.2,2.0,3.4,3.0,2.0,3.2,3.2
169,2.5,3.2,2.5,2.5,3.0,2.5,2.5,3.25,2.4,2.5,3.1,2.5
171,1.5,3.5,6.0,1.5,3.7,5.0,1.57,3.25,5.5,1.44,3.6,6.5
170,3.0,3.25,2.1,3.1,3.0,2.1,3.4,3.5,1.83,3.0,3.2,2.1
176,5.5,3.5,1.533,4.6,3.4,1.6,5.0,3.5,1.57,5.0,3.5,1.57
172,1.615,3.6,4.5,1.6,3.4,4.6,1.67,3.25,4.5,1.61,3.3,5.0
177,2.25,3.25,2.75,2.1,3.0,3.1,2.1,3.4,2.8,2.25,3.2,2.75
182,2.625,3.2,2.375,2.7,3.0,2.3,2.75,3.2,2.25,2.75,3.2,2.25
183,1.25,5.0,9.0,1.25,4.5,9.0,1.2,5.0,11.0,1.25,5.0,8.0
181,2.25,3.4,2.625,2.3,3.0,2.7,2.2,3.25,2.75,2.2,3.2,2.8
184,1.6669999999999998,3.5,4.333,1.7,3.2,4.2,1.57,3.5,5.0,1.66,3.3,4.5
179,1.6669999999999998,3.5,4.333,1.65,3.3,4.4,1.62,3.5,4.5,1.66,3.3,4.5
178,1.615,3.4,5.0,1.65,3.3,4.4,1.62,3.5,4.5,1.61,3.3,5.0
180,1.533,3.5,5.5,1.65,3.3,4.4,1.5,3.4,6.0,1.57,3.3,5.5
186,1.8,3.4,3.75,1.8,3.1,3.8,1.8,3.2,4.0,1.72,3.25,4.2
185,1.727,3.25,4.333,1.8,3.1,3.8,1.8,3.25,3.75,1.83,3.2,3.75
187,1.8,3.25,4.0,1.8,3.1,3.8,1.8,3.25,3.75,1.72,3.25,4.2
188,1.727,3.25,4.333,1.7,3.2,4.2,1.67,3.25,4.5,1.72,3.25,4.2
189,1.8,3.25,4.0,2.0,3.1,3.2,1.8,3.4,3.6,1.9,3.25,3.4
190,1.615,3.4,5.0,1.65,3.3,4.4,1.53,3.5,5.5,1.57,3.5,5.0
191,1.2,5.5,10.0,1.2,5.0,10.0,1.17,5.5,12.0,1.2,5.5,9.0
192,2.3,3.2,2.7,2.3,3.0,2.7,2.2,3.25,2.75,2.3,3.1,2.75
193,2.2,3.25,3.25,2.2,3.0,2.9,2.0,3.4,3.0,2.1,3.2,3.0
200,2.7,3.2,2.3,2.5,3.0,2.5,2.5,3.25,2.4,2.62,3.1,2.37
199,5.5,3.5,1.533,4.6,3.4,1.6,6.0,3.4,1.5,5.5,3.4,1.53
198,2.5,3.2,2.5,2.6,3.0,2.4,2.6,3.2,2.38,2.75,3.1,2.3
196,1.533,3.5,5.5,1.5,3.5,5.4,1.44,3.6,6.5,1.57,3.3,5.5
195,1.571,3.4,5.5,1.65,3.3,4.4,1.57,3.25,5.5,1.53,3.4,5.5
194,2.25,3.25,2.75,2.2,3.0,2.9,2.25,3.2,2.75,2.3,3.1,2.75
197,2.25,3.25,2.75,2.2,3.1,2.8,2.4,3.25,2.5,2.25,3.2,2.75
201,5.0,3.4,1.615,4.4,3.3,1.65,5.0,3.5,1.57,5.0,3.5,1.57
202,1.909,3.25,3.5,1.9,3.1,3.5,2.0,3.2,3.2,2.0,3.1,3.3
208,1.727,3.25,4.333,1.8,3.1,3.8,1.73,3.4,4.0,1.72,3.1,4.5
209,1.727,3.5,4.0,1.8,3.1,3.8,1.57,3.5,5.0,1.66,3.4,4.33
207,1.533,3.5,5.5,1.45,3.6,5.8,1.44,3.6,6.5,1.44,3.75,6.0
210,2.4,3.2,2.6,2.5,3.0,2.5,2.25,3.2,2.75,2.3,3.1,2.75
205,1.727,3.5,4.0,1.85,3.1,3.6,1.62,3.25,5.0,1.72,3.2,4.33
204,1.615,3.4,5.0,1.6,3.4,4.6,1.62,3.25,5.0,1.61,3.3,5.0
203,2.2,3.25,2.8,2.1,3.0,3.1,2.1,3.2,3.0,2.2,3.1,2.87
206,1.615,3.4,5.0,1.7,3.2,4.2,1.62,3.25,5.0,1.61,3.3,5.0
211,1.286,5.0,7.5,1.35,4.0,7.0,1.29,4.5,8.0,1.28,4.5,8.0
212,2.1,3.25,3.0,2.1,3.0,3.1,2.1,3.2,3.0,2.0,3.2,3.2
213,1.4,3.75,7.5,1.4,3.7,6.5,1.4,3.75,7.0,1.4,3.6,7.5
214,2.5,3.2,2.5,2.4,2.9,2.7,2.38,3.2,2.6,2.6,3.1,2.4
215,1.615,3.4,5.0,1.75,3.2,4.0,1.62,3.5,4.5,1.61,3.3,5.0
216,2.5,3.2,2.5,2.4,3.0,2.6,2.4,3.25,2.5,2.5,3.1,2.5
221,2.5,3.2,2.5,2.4,3.0,2.6,2.25,3.2,2.75,2.5,3.1,2.5
219,2.3,3.2,2.7,2.2,3.0,2.9,2.2,3.25,2.75,2.25,3.2,2.75
220,2.5,3.2,2.5,2.4,3.0,2.6,2.6,3.2,2.38,2.5,3.1,2.5
217,2.625,3.2,2.375,2.3,3.0,2.7,2.5,3.2,2.5,2.62,2.9,2.5
218,1.727,3.25,4.333,1.75,3.2,4.0,1.73,3.5,3.75,1.72,3.2,4.33
222,1.25,5.0,9.0,1.3,4.2,8.0,1.25,4.5,10.0,1.25,5.0,8.0
223,2.25,3.25,2.75,2.2,3.0,2.9,2.2,3.2,2.8,2.2,3.0,3.0
224,1.66,3.4,4.5,1.75,3.2,4.0,1.73,3.4,4.0,1.66,3.3,4.5
225,1.9,3.25,3.5,2.1,3.0,3.1,2.1,3.2,3.0,1.83,3.3,3.6
226,1.5,3.5,6.0,1.55,3.4,5.0,1.53,3.5,5.5,1.44,3.6,6.5
227,4.0,3.25,1.8,3.5,3.1,1.9,3.75,3.25,1.8,3.75,3.3,1.8
228,2.4,3.2,2.6,2.4,3.0,2.6,2.38,3.2,2.6,2.5,3.1,2.5
229,2.2,3.25,2.8,2.2,3.0,2.9,2.2,3.25,2.75,2.1,3.3,2.87
230,3.25,3.25,2.0,3.1,3.0,2.1,3.4,3.25,1.91,3.4,3.25,1.9
231,6.5,3.75,1.444,4.8,3.5,1.55,6.5,3.6,1.44,7.0,3.5,1.44
237,1.5,3.5,6.0,1.55,3.5,4.8,1.5,3.4,6.0,1.4,3.6,7.5
238,2.3,3.2,2.7,2.2,3.0,2.9,2.25,3.2,2.75,2.25,3.2,2.75
236,1.727,3.5,4.0,1.7,3.2,4.2,1.67,3.4,4.33,1.8,3.3,3.75
233,2.2,3.25,2.8,2.1,3.0,3.1,2.1,3.2,3.0,2.1,3.2,3.0
234,2.25,3.25,2.75,2.2,3.0,2.9,2.2,3.2,2.8,2.3,3.2,2.62
235,2.25,3.25,2.75,2.3,3.0,2.7,2.2,3.25,2.75,2.3,3.2,2.62
232,4.0,3.25,1.8,3.5,3.1,1.9,3.75,3.25,1.8,3.75,3.2,1.83
239,1.4,3.75,7.5,1.45,3.8,5.4,1.44,3.6,6.5,1.44,3.6,6.5
240,2.625,3.2,2.375,2.4,3.0,2.6,3.0,3.2,2.1,2.62,3.2,2.3
241,1.727,3.25,4.333,1.75,3.2,4.0,1.67,3.25,4.5,1.61,3.3,5.0
247,4.333,3.25,1.727,3.6,3.1,1.85,3.75,3.5,1.73,4.2,3.25,1.72
245,1.833,3.25,3.75,1.85,3.1,3.6,1.91,3.2,3.5,1.9,3.2,3.5
246,2.5,3.2,2.5,2.5,3.0,2.5,2.5,3.25,2.4,2.5,3.25,2.4
243,2.1,3.25,3.0,2.0,3.1,3.2,2.0,3.2,3.2,1.9,3.2,3.5
242,5.5,3.5,1.533,4.6,3.4,1.6,6.0,3.4,1.5,5.5,3.4,1.53
244,1.533,3.5,5.5,1.65,3.3,4.4,1.62,3.25,5.0,1.53,3.4,5.5
248,3.75,3.25,1.833,3.6,3.1,1.85,3.5,3.2,1.91,3.75,3.2,1.83
249,2.375,3.2,2.625,2.3,3.0,2.7,2.38,3.2,2.6,2.4,3.1,2.6
250,1.727,3.25,4.333,1.7,3.2,4.2,1.67,3.25,4.5,1.61,3.3,5.0
251,1.909,3.25,3.5,1.9,3.1,3.5,1.8,3.25,3.75,1.9,3.2,3.5
252,1.615,3.4,5.0,1.5,3.7,5.0,1.67,3.25,4.5,1.57,3.5,5.0
253,2.0,3.25,3.25,2.2,3.0,2.9,1.91,3.25,3.4,2.0,3.2,3.2
254,1.615,3.4,5.0,1.6,3.4,4.6,1.5,3.4,6.0,1.53,3.4,5.5
255,2.4,3.2,2.6,2.5,3.0,2.5,2.38,3.2,2.6,2.4,3.1,2.6
256,1.3,4.5,8.0,1.45,3.8,5.4,1.29,4.33,9.0,1.3,4.2,8.5
257,1.909,3.25,3.5,1.8,3.1,3.8,1.91,3.2,3.5,1.9,3.2,3.5
258,1.36,4.0,7.5,1.35,4.0,7.0,1.44,3.6,6.5,1.36,4.0,7.0
259,1.444,3.75,6.5,1.5,3.7,5.0,1.44,3.6,6.5,1.44,3.6,6.5
260,4.5,3.4,1.66,3.8,3.1,1.8,4.33,3.2,1.73,4.2,3.25,1.72
261,4.0,3.25,1.8,3.2,3.1,2.0,4.0,3.4,1.73,3.75,3.3,1.8
262,2.62,3.2,2.37,2.4,3.0,2.6,2.6,3.2,2.38,2.62,3.1,2.37
263,1.72,3.25,4.33,1.65,3.3,4.4,1.62,3.5,4.5,1.66,3.3,4.5
264,2.2,3.25,2.8,2.0,3.1,3.2,2.2,3.25,2.75,2.0,3.2,3.2
265,2.3,3.2,2.7,2.2,3.0,2.9,2.25,3.2,2.75,2.25,3.2,2.75
266,1.8,3.25,4.0,1.75,3.2,4.0,1.8,3.25,3.75,1.83,3.3,3.6
267,2.5,3.2,2.5,2.3,3.0,2.7,2.6,3.2,2.38,2.4,3.1,2.6
268,4.33,3.25,1.72,4.0,3.2,1.75,4.5,3.25,1.67,4.0,3.4,1.72
274,1.6669999999999998,3.4,4.5,1.6,3.4,4.6,1.62,3.5,4.5,1.57,3.5,5.0
273,1.8,3.25,4.0,1.9,3.1,3.5,1.8,3.2,4.0,1.8,3.3,3.75
272,1.615,3.4,5.0,1.75,3.2,4.0,1.57,3.25,5.5,1.61,3.3,5.0
269,1.833,3.25,3.75,1.8,3.1,3.8,1.73,3.2,4.33,1.72,3.2,4.33
270,1.571,3.6,5.0,1.55,3.5,4.8,1.5,3.4,6.0,1.53,3.4,5.5
271,1.286,4.5,9.0,1.25,4.5,9.0,1.25,4.5,10.0,1.25,5.0,8.0
275,1.444,3.75,6.5,1.4,3.9,6.0,1.36,3.75,8.0,1.33,4.0,8.0
