Unnamed: 0,B365H,B365D,B365A,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA
2513,1.17,7.0,19.0,1.17,6.0,15.0,1.17,7.0,15.0,1.17,6.5,19.0
2514,2.38,3.3,3.0,2.3,3.3,2.9,2.38,3.4,2.88,2.38,3.3,2.9
2516,2.0,3.3,4.0,1.9,3.3,3.9,1.91,3.4,4.0,1.95,3.3,4.0
2517,4.33,3.6,1.83,3.7,3.4,1.9,4.5,3.5,1.8,4.33,3.5,1.83
2518,2.75,3.3,2.63,2.7,3.2,2.5,2.88,3.3,2.4,2.62,3.3,2.62
2522,1.57,3.75,6.5,1.6,3.6,5.6,1.57,3.6,6.5,1.53,3.8,6.5
2521,1.33,4.75,11.0,1.35,4.7,8.0,1.33,5.0,9.0,1.33,4.8,9.5
2523,9.0,4.75,1.36,7.0,4.5,1.4,8.0,4.5,1.4,8.0,4.8,1.36
2519,1.8,3.5,4.75,1.75,3.5,4.6,1.73,3.5,5.0,1.73,3.5,5.0
2520,2.1,3.4,3.6,2.0,3.3,3.6,2.0,3.4,3.75,2.05,3.3,3.6
2525,2.75,3.3,2.6,2.6,3.2,2.6,2.7,3.25,2.6,2.8,3.3,2.5
2526,2.4,3.3,3.0,2.5,3.2,2.7,2.4,3.3,2.88,2.4,3.3,2.9
2524,2.0,3.25,4.0,2.1,3.15,3.5,2.1,3.2,3.6,2.05,3.25,3.75
2527,2.25,3.2,3.4,2.2,3.2,3.2,2.3,3.3,3.1,2.37,3.25,3.0
2528,1.36,4.5,10.0,1.3,4.9,9.0,1.3,5.0,11.0,1.33,4.5,10.5
2529,2.5,3.2,2.9,2.4,3.2,2.85,2.4,3.3,2.88,2.5,3.2,2.87
2530,3.4,3.3,2.2,3.2,3.2,2.2,3.2,3.3,2.25,3.3,3.2,2.25
2531,1.17,7.0,19.0,1.15,6.5,15.0,1.17,7.0,15.0,1.17,6.5,19.0
2532,2.88,3.25,2.5,2.7,3.2,2.5,2.8,3.3,2.5,2.8,3.1,2.6
2533,1.91,3.4,4.2,1.9,3.3,3.9,1.83,3.4,4.5,1.95,3.3,4.0
2534,1.4,4.5,9.0,1.35,4.5,8.5,1.4,4.5,8.0,1.4,4.2,9.0
2535,6.0,3.75,1.62,5.2,3.8,1.6,6.0,3.75,1.57,6.0,3.4,1.67
2536,2.25,3.2,3.4,2.2,3.2,3.2,2.2,3.3,3.3,2.3,3.2,3.2
2537,2.1,3.4,3.5,2.0,3.3,3.6,2.1,3.3,3.5,2.15,3.2,3.5
2538,1.44,4.33,8.0,1.5,3.9,6.5,1.5,4.0,7.0,1.44,4.0,8.0
2539,2.1,3.3,3.6,2.2,3.2,3.2,2.1,3.3,3.5,2.1,3.25,3.6
2540,3.5,3.3,2.15,3.1,3.3,2.2,3.2,3.3,2.2,3.6,3.25,2.1
2547,2.4,3.4,2.9,2.5,3.2,2.7,2.5,3.3,2.8,2.4,3.3,2.9
2546,1.8,3.6,4.5,1.8,3.4,4.3,1.83,3.5,4.33,1.8,3.5,4.5
2545,10.0,4.5,1.36,7.5,4.3,1.42,9.0,4.5,1.36,9.0,4.6,1.36
2541,2.5,3.25,2.88,2.6,3.2,2.6,2.38,3.4,2.88,2.5,3.3,2.8
2543,1.91,3.5,4.2,1.9,3.3,3.9,1.83,3.4,4.5,1.91,3.4,4.0
2542,1.91,3.4,4.2,1.95,3.3,3.8,1.83,3.4,4.5,1.91,3.3,4.2
2544,1.29,5.5,11.0,1.3,5.0,9.0,1.3,5.0,11.0,1.25,5.5,12.0
2548,2.7,3.2,2.7,2.6,3.2,2.6,2.62,3.3,2.62,2.62,3.2,2.7
2549,3.5,3.4,2.1,3.35,3.3,2.1,3.3,3.3,2.2,3.6,3.25,2.1
2550,2.4,3.2,3.1,2.5,3.2,2.7,2.38,3.2,3.0,2.3,3.2,3.2
2556,8.0,4.2,1.44,6.5,3.9,1.5,7.5,4.2,1.44,7.5,4.2,1.44
2558,2.38,3.25,3.1,2.4,3.2,2.85,2.38,3.25,3.0,2.3,3.2,3.2
2557,2.1,3.3,3.6,2.1,3.25,3.4,2.1,3.3,3.5,2.05,3.25,3.6
2555,1.91,3.4,4.2,1.85,3.4,4.0,1.83,3.5,4.33,1.83,3.4,4.5
2552,1.44,4.33,7.5,1.5,3.8,6.7,1.44,4.0,8.0,1.44,4.2,7.5
2553,5.25,3.8,1.67,4.6,3.5,1.75,5.0,3.5,1.73,5.0,3.5,1.73
2551,1.29,5.0,13.0,1.27,4.9,11.0,1.25,5.5,12.0,1.25,5.5,12.0
2554,4.2,3.4,1.91,3.9,3.3,1.9,4.33,3.5,1.83,4.33,3.5,1.83
2559,2.88,3.25,2.5,2.6,3.2,2.6,3.0,3.4,2.3,2.8,3.3,2.5
2560,2.1,3.3,3.6,2.0,3.3,3.6,2.1,3.3,3.5,2.1,3.3,3.5
2569,1.25,5.75,13.0,1.3,4.8,9.5,1.29,5.0,11.0,1.25,5.5,12.0
2568,1.8,3.5,4.75,1.75,3.5,4.6,1.8,3.5,4.5,1.8,3.5,4.5
2567,2.1,3.3,3.6,2.0,3.3,3.6,2.1,3.3,3.5,2.1,3.3,3.5
2565,2.8,3.25,2.6,2.7,3.2,2.5,2.8,3.3,2.5,2.8,3.3,2.5
2566,1.5,4.2,7.0,1.4,4.3,7.5,1.44,4.0,8.0,1.5,4.0,7.0
2563,2.63,3.25,2.75,2.6,3.2,2.6,2.5,3.3,2.8,2.62,3.3,2.62
2562,4.5,3.6,1.8,4.0,3.4,1.85,4.5,3.5,1.8,4.5,3.5,1.8
2561,2.1,3.3,3.6,2.1,3.25,3.4,2.0,3.4,3.75,2.15,3.3,3.4
2564,1.25,5.5,15.0,1.27,4.9,11.0,1.25,5.5,12.0,1.22,5.5,15.0
2570,2.2,3.3,3.4,2.2,3.2,3.2,2.1,3.4,3.4,2.15,3.25,3.4
2571,2.2,3.25,3.4,2.1,3.3,3.35,2.1,3.3,3.5,2.25,3.1,3.4
2572,2.25,3.3,3.25,2.2,3.3,3.1,2.2,3.3,3.3,2.25,3.2,3.25
2573,1.17,7.0,19.0,1.17,6.0,15.0,1.2,6.5,13.0,1.2,6.0,15.0
2574,2.88,3.3,2.5,2.7,3.2,2.5,2.88,3.4,2.38,3.0,3.2,2.4
2578,2.25,3.3,3.25,2.1,3.3,3.35,2.25,3.3,3.2,2.25,3.4,3.1
2577,1.33,4.75,11.0,1.35,4.5,8.5,1.33,5.0,9.0,1.33,4.5,11.0
2575,7.0,4.2,1.5,6.5,3.9,1.5,7.0,4.0,1.5,7.0,4.0,1.5
2576,1.14,8.0,19.0,1.17,6.0,15.0,1.17,7.0,15.0,1.14,7.5,17.0
2579,1.22,6.0,15.0,1.17,6.5,13.0,1.22,6.0,13.0,1.2,6.0,15.0
2580,1.4,4.33,9.0,1.45,4.0,7.0,1.44,4.0,8.0,1.4,4.2,9.0
2581,3.3,3.4,2.2,3.0,3.2,2.3,3.3,3.3,2.2,3.2,3.3,2.15
2582,6.5,4.0,1.57,6.0,3.7,1.55,6.5,3.6,1.57,6.5,4.0,1.53
2583,1.53,4.0,7.0,1.45,4.0,7.0,1.5,4.0,7.0,1.44,4.2,7.5
2584,5.5,4.0,1.62,5.3,3.5,1.65,6.0,3.6,1.62,6.0,3.8,1.57
2587,2.1,3.3,3.6,2.0,3.3,3.6,2.1,3.25,3.6,2.0,3.4,3.75
2585,1.83,3.5,4.5,1.9,3.4,3.7,1.8,3.5,4.5,1.8,3.4,4.6
2586,8.5,4.5,1.4,7.6,4.0,1.43,8.0,4.5,1.4,8.5,4.6,1.36
2595,2.3,3.25,3.2,2.2,3.3,3.1,2.3,3.3,3.1,2.15,3.25,2.87
2594,2.1,3.3,3.6,2.15,3.3,3.2,2.2,3.3,3.3,2.0,3.2,3.2
2593,2.38,3.3,3.0,2.3,3.3,2.9,2.4,3.4,2.88,2.2,3.25,2.75
2592,1.44,4.33,7.5,1.45,4.0,7.0,1.44,4.0,8.0,1.4,4.0,6.5
2589,2.38,3.3,3.0,2.3,3.3,2.9,2.25,3.3,3.2,2.15,3.25,2.87
2590,2.8,3.4,2.5,2.85,3.2,2.4,2.8,3.3,2.5,2.75,3.2,2.25
2588,6.5,3.8,1.57,6.0,3.7,1.55,7.0,4.0,1.5,6.5,3.6,1.44
2591,1.29,5.5,11.0,1.27,4.9,11.0,1.29,5.0,12.0,1.25,4.5,10.0
2596,1.73,3.5,5.0,1.65,3.5,5.3,1.73,3.5,5.0,1.57,3.5,5.0
2597,8.0,4.2,1.4,8.0,4.7,1.35,8.0,4.5,1.4,7.5,4.2,1.33
2599,1.36,4.5,10.0,1.4,4.3,7.5,1.33,4.0,8.0,1.25,4.8,8.5
2603,4.5,3.6,1.8,4.3,3.4,1.8,3.75,3.5,1.73,4.2,3.5,1.67
2602,1.44,4.2,8.0,1.45,4.0,7.0,1.44,3.75,6.0,1.36,4.0,7.0
2598,2.1,3.3,3.6,2.0,3.3,3.6,2.1,3.2,3.0,2.1,3.3,2.87
2600,1.57,3.8,6.5,1.6,3.6,5.6,1.53,3.5,5.5,1.53,3.5,5.5
2601,2.4,3.25,3.0,2.4,3.2,2.85,2.3,3.25,2.62,2.2,3.25,2.75
2604,2.8,3.25,2.6,2.6,3.2,2.6,2.62,3.3,2.6,2.7,3.2,2.62
2605,1.8,3.6,4.75,1.85,3.4,4.0,1.83,3.5,4.2,1.8,3.3,3.75
2606,1.2,6.5,15.0,1.22,5.3,13.0,1.2,6.5,13.0,1.22,5.5,15.0
2607,6.5,4.0,1.53,6.0,3.7,1.55,6.0,4.0,1.53,6.0,3.75,1.44
2608,2.63,3.25,2.75,2.6,3.2,2.6,2.62,3.3,2.62,2.7,3.1,2.7
2610,6.5,3.6,1.62,5.3,3.5,1.65,6.0,3.75,1.57,6.0,3.8,1.57
2609,1.4,4.5,8.5,1.4,4.3,7.5,1.36,4.5,9.0,1.4,4.5,8.0
2611,1.44,4.33,8.0,1.45,4.0,7.0,1.4,4.5,8.0,1.4,4.5,8.0
2617,2.3,3.25,3.2,2.2,3.2,3.2,2.3,3.2,3.2,2.3,3.25,3.1
2612,1.22,6.0,15.0,1.22,5.3,13.0,1.22,6.0,13.0,1.22,6.0,12.0
2613,2.88,3.25,2.5,2.7,3.2,2.5,2.8,3.3,2.5,2.8,3.3,2.5
2614,1.17,7.0,17.0,1.17,6.0,15.0,1.17,7.0,15.0,1.17,7.0,17.0
2615,3.5,3.2,2.2,3.6,3.3,2.0,3.5,3.25,2.1,3.9,3.25,2.0
2616,1.25,6.0,11.0,1.3,4.8,9.5,1.25,5.5,12.0,1.22,6.0,12.0
2619,2.4,3.25,3.0,2.2,3.2,3.2,2.3,3.2,3.2,2.37,3.25,3.0
2620,6.5,4.0,1.53,6.0,3.7,1.55,6.0,3.6,1.62,6.0,4.0,1.53
2618,1.53,3.8,7.0,1.55,3.7,6.0,1.57,3.75,6.0,1.53,3.75,7.0
2622,2.4,3.25,3.0,2.3,3.3,2.9,2.1,3.2,3.0,2.4,3.3,2.9
2621,1.22,5.5,17.0,1.2,5.7,13.0,1.2,5.0,11.0,1.2,6.0,17.0
2623,1.14,6.5,15.0,1.17,6.5,14.0,1.17,7.0,15.0,1.14,6.0,12.0
2624,1.8,3.6,4.5,1.8,3.4,4.3,1.8,3.2,4.0,1.73,3.25,4.2
2625,2.5,3.25,2.88,2.4,3.2,2.85,2.25,3.2,2.75,2.37,3.1,2.62
2626,1.57,3.75,6.5,1.57,3.6,6.0,1.44,3.75,6.0,1.5,3.4,6.0
2627,5.5,3.6,1.67,4.6,3.5,1.75,4.33,3.4,1.67,4.2,3.4,1.7
2628,3.2,3.25,2.3,3.4,3.25,2.1,2.75,3.2,2.25,3.0,3.2,2.1
2629,1.95,3.4,4.0,1.9,3.3,3.9,1.91,3.2,3.5,1.91,3.2,3.5
2630,1.22,6.0,15.0,1.25,5.0,12.0,1.25,4.5,10.0,1.22,4.8,10.0
2631,1.67,3.6,5.5,1.65,3.5,5.3,1.62,3.5,4.5,1.57,3.5,5.0
2638,3.0,3.3,2.38,2.85,3.2,2.4,2.9,3.3,2.38,3.0,3.25,2.37
2637,2.1,3.3,3.6,2.1,3.25,3.4,2.1,3.4,3.4,2.1,3.25,3.6
2636,1.44,4.33,7.5,1.45,4.0,7.0,1.44,4.33,7.0,1.44,4.2,7.5
2635,2.25,3.25,3.25,2.2,3.2,3.2,2.25,3.25,3.25,2.25,3.2,3.25
2634,2.7,3.2,2.7,2.6,3.2,2.6,2.62,3.3,2.62,2.6,3.2,2.7
2633,13.0,5.0,1.29,9.0,4.6,1.33,10.0,5.5,1.29,8.0,4.5,1.28
2632,3.1,3.25,2.38,3.0,3.2,2.3,3.0,3.25,2.38,3.1,3.25,2.3
2639,2.6,3.25,2.8,2.3,3.2,3.0,2.6,3.2,2.75,2.6,3.25,2.7
2640,1.29,5.0,13.0,1.35,4.5,8.5,1.3,5.0,11.0,1.3,5.0,10.0
2641,2.0,3.4,3.8,2.05,3.25,3.5,2.0,3.4,3.75,2.0,3.3,3.75
2642,13.0,5.0,1.29,9.5,4.8,1.3,8.0,4.5,1.29,8.5,4.8,1.25
2643,1.67,3.5,6.0,1.7,3.5,4.9,1.67,3.4,4.33,1.61,3.4,5.0
2651,2.1,3.3,3.6,2.1,3.25,3.4,2.0,3.4,3.75,2.05,3.3,3.6
2650,2.0,3.4,3.8,2.1,3.25,3.4,2.0,3.4,3.75,2.0,3.3,3.8
2649,2.3,3.1,3.4,2.2,3.2,3.2,2.25,3.2,3.25,2.25,3.2,3.3
2648,1.13,8.5,23.0,1.12,7.0,22.0,1.12,8.0,21.0,1.12,7.5,23.0
2645,2.6,3.25,2.8,2.45,3.1,2.9,2.5,3.3,2.8,2.6,3.2,2.75
2646,5.5,3.4,1.73,4.9,3.5,1.7,5.0,3.5,1.73,5.0,3.5,1.73
2644,2.25,3.3,3.25,2.2,3.2,3.2,2.2,3.3,3.3,2.25,3.25,3.25
2647,1.83,3.5,4.33,1.75,3.5,4.6,1.8,3.5,4.5,1.83,3.4,4.5
2652,1.8,3.4,5.0,1.8,3.4,4.3,1.73,3.5,5.0,1.8,3.3,4.8
2653,1.8,3.6,4.5,1.7,3.5,4.9,1.8,3.5,4.5,1.8,3.3,4.8
2654,1.73,3.5,5.25,1.7,3.5,4.9,1.73,3.5,5.0,1.73,3.4,5.25
2655,1.44,4.2,8.0,1.4,4.3,7.5,1.44,4.0,8.0,1.44,4.2,7.5
2656,2.4,3.25,3.0,2.4,3.2,2.85,2.4,3.3,2.88,2.3,3.2,3.2
2657,2.2,3.3,3.4,2.2,3.2,3.2,2.2,3.3,3.3,2.15,3.2,3.5
2663,4.2,3.4,1.91,4.0,3.4,1.85,4.33,3.5,1.83,4.33,3.5,1.83
2662,2.25,3.3,3.25,2.35,3.2,2.95,2.25,3.3,3.2,2.25,3.3,3.2
2661,5.0,3.6,1.73,4.9,3.5,1.7,5.0,3.5,1.73,5.0,3.5,1.73
2658,2.1,3.3,3.6,2.1,3.25,3.4,2.0,3.4,3.75,2.0,3.3,3.75
2659,4.2,3.5,1.91,3.9,3.3,1.9,4.0,3.4,1.91,4.0,3.5,1.91
2660,1.83,3.5,4.5,1.8,3.4,4.3,1.83,3.4,4.5,1.83,3.4,4.5
2664,3.1,3.2,2.38,3.2,3.2,2.2,3.1,3.25,2.3,3.1,3.3,2.3
2665,2.3,3.25,3.2,2.2,3.2,3.2,2.2,3.3,3.3,2.3,3.2,3.2
2670,12.0,5.0,1.3,9.0,4.6,1.33,9.0,4.5,1.36,10.0,4.5,1.28
2669,1.75,3.6,4.75,1.8,3.4,4.3,1.73,3.5,5.0,1.75,3.3,4.4
2667,4.5,3.6,1.8,4.3,3.4,1.8,5.0,3.5,1.73,4.6,3.25,1.73
2668,2.38,3.25,3.1,2.3,3.2,3.0,2.3,3.3,3.1,2.3,3.25,2.8
2666,1.22,6.0,15.0,1.2,5.5,14.0,1.2,6.0,15.0,1.2,5.5,12.0
2671,1.36,4.5,10.0,1.4,4.3,7.5,1.36,4.5,9.0,1.35,4.33,8.0
2672,1.95,3.25,4.33,2.0,3.3,3.6,1.91,3.4,4.0,1.95,3.25,3.6
2673,2.1,3.25,3.75,2.1,3.25,3.4,2.1,3.3,3.5,2.05,3.2,3.3
2674,2.4,3.3,3.0,2.4,3.3,2.8,2.5,3.3,2.8,2.4,3.2,2.7
2675,3.75,3.5,2.0,3.35,3.3,2.1,3.75,3.4,2.0,3.4,3.25,2.0
2676,1.2,6.5,15.0,1.2,5.5,14.0,1.17,5.5,12.0,1.2,6.0,15.0
2681,5.0,3.6,1.73,4.9,3.5,1.7,5.0,3.5,1.73,5.5,3.4,1.7
2680,1.44,4.33,7.5,1.45,4.0,7.0,1.44,4.2,7.5,1.44,4.2,7.5
2679,2.0,3.4,3.8,2.0,3.3,3.6,2.1,3.4,3.4,2.05,3.4,3.5
2678,2.0,3.3,4.0,1.9,3.3,3.9,1.91,3.4,4.0,1.95,3.3,4.0
2677,1.91,3.3,4.33,2.0,3.3,3.6,1.91,3.4,4.0,1.91,3.3,4.2
2682,1.36,4.75,9.0,1.37,4.5,8.2,1.36,4.5,9.5,1.36,4.5,9.0
2683,2.2,3.2,3.5,2.2,3.2,3.2,2.1,3.3,3.5,2.2,3.3,3.3
2684,2.0,3.4,4.0,1.9,3.3,3.9,1.91,3.4,4.0,1.91,3.4,4.0
2685,1.14,7.5,21.0,1.15,6.5,15.0,1.12,8.0,21.0,1.12,8.0,21.0
2686,1.8,3.5,4.5,1.8,3.4,4.3,1.8,3.5,4.5,1.73,3.5,5.0
2687,10.0,5.0,1.33,8.5,4.5,1.35,10.0,5.0,1.3,10.0,4.6,1.33
2688,1.36,4.5,10.0,1.4,4.3,7.5,1.4,4.5,8.0,1.36,4.5,9.0
2689,6.5,3.8,1.57,5.3,3.5,1.65,6.0,3.6,1.62,6.0,3.6,1.62
2691,2.1,3.25,3.75,2.1,3.25,3.4,2.1,3.2,3.0,2.0,3.2,3.2
2690,2.38,3.25,3.1,2.4,3.2,2.85,2.25,3.2,2.75,2.15,3.2,2.9
2692,2.5,3.3,2.88,2.4,3.2,2.85,2.38,3.2,2.6,2.4,3.1,2.6
2693,3.0,3.25,2.4,2.7,3.2,2.5,2.8,3.3,2.5,3.0,3.2,2.38
2694,2.1,3.3,3.6,2.0,3.3,3.6,2.1,3.3,3.5,2.1,3.25,3.6
2695,2.25,3.3,3.3,2.2,3.2,3.2,2.25,3.25,3.2,2.25,3.2,3.3
2696,1.22,6.0,15.0,1.25,5.0,12.0,1.2,6.0,15.0,1.22,5.5,15.0
2697,7.5,4.5,1.4,7.0,4.5,1.4,8.0,4.5,1.4,9.0,4.6,1.36
2698,3.3,3.25,2.25,2.9,3.2,2.35,3.2,3.2,2.3,3.2,3.2,2.3
2699,1.44,4.33,7.5,1.5,3.9,6.5,1.44,4.2,7.5,1.44,4.0,8.0
2700,1.22,6.0,15.0,1.22,5.3,13.0,1.2,6.0,15.0,1.22,5.5,15.0
2701,3.6,3.4,2.1,3.6,3.3,2.0,3.5,3.3,2.1,3.4,3.25,2.15
2702,1.25,5.5,13.0,1.25,5.0,12.0,1.22,6.0,13.0,1.22,5.75,13.0
2703,3.6,3.3,2.1,3.2,3.2,2.2,3.3,3.25,2.2,3.4,3.25,2.15
2709,2.2,3.2,3.5,2.2,3.2,3.2,2.1,3.3,3.5,2.1,3.3,3.5
2708,3.6,3.3,2.1,3.4,3.25,2.1,3.5,3.3,2.1,3.5,3.3,2.1
2707,2.2,3.2,3.5,2.1,3.3,3.35,2.1,3.4,3.4,2.1,3.3,3.5
2710,1.73,3.6,5.0,1.8,3.4,4.3,1.8,3.5,4.5,1.73,3.5,5.0
2705,1.4,4.33,9.0,1.4,4.3,7.5,1.4,4.5,8.0,1.4,4.2,9.0
2704,1.25,5.75,13.0,1.22,5.5,12.0,1.22,5.5,15.0,1.22,5.5,15.0
2706,1.53,3.8,7.0,1.5,3.9,6.5,1.57,3.6,6.5,1.53,3.8,6.5
2712,3.1,3.25,2.38,2.85,3.2,2.4,3.1,3.3,2.25,3.1,3.3,2.3
2713,1.67,3.75,5.5,1.7,3.5,4.9,1.67,3.75,5.0,1.67,3.5,5.5
2711,7.5,4.33,1.44,7.0,4.0,1.45,7.5,4.2,1.44,7.5,4.2,1.44
2714,1.8,3.6,4.5,1.75,3.5,4.6,1.8,3.3,3.75,1.7,3.3,4.33
2715,1.53,3.8,7.0,1.5,3.9,6.5,1.53,3.5,5.5,1.5,3.4,6.0
2716,2.0,3.25,4.0,2.05,3.25,3.5,2.0,3.2,3.2,1.91,3.2,3.5
2717,1.83,3.5,4.33,1.8,3.4,4.3,1.8,3.3,3.75,1.8,3.3,3.75
2718,12.0,5.0,1.3,10.0,5.0,1.27,8.0,4.5,1.29,9.5,5.0,1.22
2725,3.8,3.4,2.0,3.4,3.3,2.05,3.2,3.2,2.0,3.8,3.3,2.0
2724,2.1,3.3,3.6,2.0,3.3,3.6,2.0,3.2,3.2,2.1,3.2,3.6
2723,1.2,6.0,17.0,1.25,5.5,10.0,1.2,5.0,11.0,1.2,6.0,15.0
2722,2.4,3.25,3.0,2.2,3.3,3.1,2.4,3.25,2.5,2.5,3.2,2.88
2721,1.4,4.75,8.0,1.35,4.7,8.0,1.36,3.75,8.0,1.36,4.6,8.5
2720,8.5,4.5,1.4,7.3,4.1,1.43,8.0,4.0,1.33,8.0,4.5,1.4
2719,7.0,4.2,1.5,6.0,3.7,1.55,5.5,3.5,1.53,6.5,3.8,1.53
2726,2.5,3.25,2.88,2.6,3.2,2.6,2.5,3.2,2.5,2.62,3.3,2.62
2727,1.3,5.25,11.0,1.25,5.5,10.0,1.33,4.0,8.0,1.29,5.0,11.0
2728,1.33,4.75,11.0,1.35,4.7,8.0,1.33,4.0,8.0,1.33,4.8,9.5
2734,1.8,3.5,4.5,1.8,3.4,4.3,1.73,3.4,4.0,1.8,3.4,4.6
2733,3.3,3.3,2.25,3.0,3.2,2.3,2.75,3.25,2.2,3.1,3.3,2.3
2732,2.63,3.2,2.75,2.5,3.1,2.8,2.4,3.3,2.8,2.62,3.1,2.75
2735,3.6,3.3,2.1,3.2,3.2,2.2,3.2,3.2,2.0,3.5,3.3,2.1
2730,2.88,3.25,2.5,2.95,3.1,2.4,2.6,3.2,2.38,3.0,3.25,2.38
2729,1.22,6.0,15.0,1.2,5.5,14.0,1.17,5.5,12.0,1.2,6.0,15.0
2731,5.0,3.8,1.7,4.9,3.5,1.7,4.5,3.5,1.62,5.0,3.6,1.7
2736,4.5,3.5,1.83,4.3,3.4,1.8,4.5,3.3,1.67,4.8,3.5,1.75
2737,1.44,4.33,7.5,1.45,4.0,7.0,1.4,3.75,7.0,1.4,4.33,8.5
2738,2.0,3.4,3.8,2.1,3.25,3.4,1.91,3.25,3.4,2.0,3.3,3.8
2739,1.73,3.6,5.0,1.8,3.4,4.3,1.67,3.75,5.0,1.7,3.6,5.0
2740,2.0,3.4,3.8,1.85,3.4,4.0,2.1,3.3,3.5,2.0,3.3,3.8
2741,6.5,4.0,1.53,7.0,4.0,1.45,7.0,4.0,1.5,7.5,4.2,1.44
2742,1.29,5.0,13.0,1.3,4.8,9.5,1.33,4.5,11.0,1.3,4.8,11.0
2743,1.4,4.5,8.5,1.4,4.3,7.5,1.4,4.5,8.0,1.36,4.5,9.0
2744,2.3,3.25,3.2,2.2,3.2,3.2,2.25,3.25,3.25,2.3,3.2,3.2
2745,1.14,8.0,19.0,1.15,6.5,15.0,1.14,6.0,12.0,1.12,6.0,15.0
2746,2.25,3.3,3.3,2.1,3.2,3.2,2.2,3.2,2.8,2.15,3.3,2.8
2747,3.25,3.3,2.25,2.9,3.3,2.3,2.75,3.2,2.25,2.9,3.3,2.25
2748,1.57,3.8,6.5,1.55,3.6,5.6,1.53,3.6,5.0,1.53,3.6,5.0
2749,1.73,3.6,5.0,1.75,3.5,4.1,1.8,3.5,4.5,1.8,3.4,4.6
2750,2.8,3.25,2.6,2.55,3.1,2.55,2.62,3.3,2.62,2.75,3.2,2.6
2751,2.1,3.25,3.75,2.05,3.1,3.4,1.91,3.4,4.0,2.0,3.3,3.8
2752,2.88,3.5,2.4,2.7,3.2,2.4,2.8,3.3,2.5,2.7,3.4,2.5
2753,2.1,3.25,3.75,2.0,3.0,3.7,1.91,3.4,4.0,1.95,3.3,4.0
2754,1.62,3.75,6.0,1.65,3.5,4.6,1.62,3.6,6.0,1.57,3.8,6.0
2755,4.0,3.6,1.91,3.3,3.3,2.0,4.0,3.4,1.91,4.2,3.5,1.85
2756,5.5,3.75,1.67,4.4,3.5,1.7,5.0,3.5,1.73,5.5,3.75,1.62
2757,6.5,4.0,1.53,5.2,3.8,1.55,6.5,3.75,1.53,6.0,4.0,1.53
2758,1.33,5.0,10.0,1.3,4.8,8.5,1.36,4.5,9.0,1.36,4.5,9.0
2759,3.5,3.4,2.1,3.3,3.3,2.0,3.4,3.4,2.1,3.3,3.3,2.2
2760,2.0,3.5,3.75,1.9,3.4,3.55,1.83,3.5,4.2,1.95,3.5,3.8
2761,1.53,4.0,6.5,1.55,3.7,5.4,1.5,4.0,7.0,1.53,4.0,6.0
2762,2.38,3.4,3.0,2.1,3.3,3.1,2.2,3.5,3.1,2.3,3.3,3.1
2763,1.5,4.2,7.0,1.45,3.9,6.5,1.5,4.2,6.5,1.44,4.5,6.5
2764,1.83,3.6,4.33,1.8,3.4,4.0,1.8,3.5,4.5,1.8,3.5,4.5
2765,2.2,3.25,3.4,2.1,3.1,3.3,2.2,3.3,3.3,2.25,3.2,3.3
2768,1.14,8.0,21.0,1.15,6.2,14.0,1.12,8.0,19.0,1.12,8.0,21.0
2769,1.36,4.5,10.0,1.4,4.1,7.0,1.4,4.5,8.0,1.4,4.33,8.5
2766,1.62,3.75,6.0,1.65,3.5,4.6,1.62,3.75,5.5,1.57,3.8,6.0
2767,5.5,4.0,1.62,5.4,3.7,1.55,5.5,4.0,1.57,5.5,4.0,1.57
2770,1.5,4.2,7.0,1.55,3.7,5.4,1.5,4.0,7.0,1.5,4.1,6.5
2771,1.83,3.6,4.33,1.85,3.4,3.8,1.83,3.5,4.33,1.83,3.6,4.2
2772,2.38,3.25,3.1,2.3,3.2,2.8,2.5,3.25,2.8,2.4,3.3,2.9
2773,3.6,3.3,2.1,3.1,3.3,2.1,3.5,3.3,2.1,3.6,3.3,2.05
2774,1.29,5.5,10.0,1.2,5.5,12.0,1.29,5.0,12.0,1.25,5.5,12.0
2775,2.38,3.25,3.1,2.1,3.1,3.3,2.25,3.25,3.25,2.25,3.25,3.2
2776,4.0,3.8,1.83,3.8,3.4,1.85,4.0,3.4,1.91,4.0,3.6,1.85
2777,9.5,4.75,1.36,7.3,4.5,1.35,9.0,4.5,1.36,8.0,4.8,1.36
2779,1.8,3.6,4.5,1.8,3.4,4.0,1.83,3.5,4.33,1.75,3.5,4.8
2778,3.5,3.4,2.1,3.3,3.1,2.1,3.75,3.4,2.0,3.5,3.4,2.05
2781,2.0,3.4,3.8,1.9,3.3,3.7,2.0,3.5,3.6,2.0,3.4,3.75
2780,2.1,3.3,3.6,2.0,3.2,3.4,2.0,3.4,3.75,2.05,3.3,3.6
2782,1.2,7.0,13.0,1.15,6.2,14.0,1.17,7.5,13.0,1.17,7.0,15.0
2790,4.0,3.6,1.91,3.55,3.4,1.9,4.33,3.5,1.8,4.33,3.5,1.83
2789,1.13,8.0,23.0,1.1,7.3,15.0,1.11,9.0,19.0,1.11,8.5,21.0
2788,6.5,3.8,1.57,5.5,3.9,1.5,6.0,3.75,1.57,6.0,4.0,1.53
2787,1.29,5.5,11.0,1.3,4.8,8.5,1.29,5.5,10.0,1.29,5.5,10.0
