B365H_real,B365D_real,B365A_real,B365H_pred,B365D_pred,B365A_pred,prop_odds_H_adj,prop_odds_D_adj,prop_odds_A_adj,overround_real,overround_prop_adj,prop_valid,prop_arbitrage
1.36,5.25,9.5,1.5607435,5.196171662286531,9.798333,1.4178675097227216,4.720495959586784,8.90135975859098,0.031033466017986067,0.02946904965316044,True,False
1.44,4.5,9.0,1.3191873,4.667963508481316,8.053078,1.4050116821387353,4.971654233114652,8.57699871160322,0.02777777777777768,0.02946904965316044,True,False
1.29,6.0,13.0,1.2926743,5.925847285536914,13.729849,1.2747273312696434,5.843575359470637,13.539229296749252,0.01878354203935584,0.02946904965316044,True,False
1.5,4.5,7.5,1.5267125,4.456690495120451,6.908886,1.5187872908415367,4.433555732485768,6.873021938641551,0.022222222222222143,0.02946904965316044,True,False
5.75,4.33,1.62,4.3693743,3.6168667588423635,1.87177,4.412380524638623,3.652466421037797,1.8901932949808413,0.022143876312634703,0.02946904965316044,True,False
2.1,3.6,3.75,2.3195405,3.4653236075318707,3.1825826,2.329531858939817,3.4802503055564875,3.196291309998925,0.02063492063492056,0.029469049653160218,True,False
2.9,3.3,2.63,2.734876,3.395008734043255,2.5801654,2.7834923635009687,3.4553601467366883,2.626031757227459,0.028086026119328977,0.02946904965316044,True,False
2.63,3.3,2.9,2.2996297,3.4809670741934386,3.3420527,2.2814853322124335,3.453501884710237,3.31568345792852,0.028086026119328977,0.02946904965316044,True,False
2.9,3.5,2.55,3.476352,3.44202327902595,2.2182662,3.474724850985055,3.440412082023338,2.217227927911739,0.022698734666280362,0.029469049653160218,True,False
2.6,3.3,3.0,2.3905668,3.5299157909414234,3.1284127,2.3714918640572504,3.501749564871474,3.103450208207929,0.020979020979020824,0.029469049653160218,True,False
3.4,3.4,2.3,6.4136434,3.9202143561689,1.6391866,6.361281963674922,3.8882093741307178,1.6258041507404581,0.023017902813299296,0.02946904965316044,True,False
1.3,6.0,11.0,1.2800215,5.731063492949917,12.141582,1.2907358608398762,5.7790347231950925,12.243211208709505,0.02680652680652673,0.02946904965316044,True,False
6.5,4.2,1.57,8.166292,4.517134012512042,1.4008336,8.39019184835732,4.640982588519037,1.4392410330563206,0.02888406710062763,0.02946904965316044,True,False
1.4,4.75,10.0,1.4640065,4.285103577471052,7.661846,1.488852639355032,4.35782744652995,7.791878086586263,0.024812030075187952,0.02946904965316044,True,False
1.36,5.5,9.0,1.4439951,5.1562058455910496,8.472733,1.4089577851838242,5.0310948622119,8.267148995237402,0.028223410576351693,0.02946904965316044,True,False
3.2,3.5,2.35,3.639961,4.521051354977313,6.2215996,2.321746523686261,2.8837492778958937,3.968442532369454,0.02374620060790278,0.02946904965316044,True,False
2.05,3.5,4.0,1.8950902,3.597782373828984,5.135711,1.841474369117586,3.4959941318408547,4.99041211020735,0.023519163763066286,0.02946904965316044,True,False
2.55,3.3,3.0,2.212505,3.4536176997572494,3.7991505,2.159367899156452,3.3706729942846008,3.707907267081794,0.028520499108734443,0.02946904965316044,True,False
2.5,3.2,3.2,2.4568655,3.3713941250039445,2.941503,2.490585083646642,3.417665253525093,2.981874150116233,0.02499999999999991,0.02946904965316044,True,False
2.7,3.4,2.8,2.8487353,3.5319563630309934,2.5835547,2.825924534677366,3.5036748900096746,2.562867466184634,0.02163087457205104,0.02946904965316044,True,False
1.45,4.5,8.5,1.2393868,5.8211643066680505,11.1293745,1.2863643000839189,6.041808688132284,11.551220160111528,0.029524453459544686,0.02946904965316044,True,False
2.1,3.75,3.6,2.5467498,3.6780973427840737,3.234442,2.4088088368084817,3.478878604811816,3.0592532727780632,0.02063492063492056,0.02946904965316044,True,False
1.33,5.25,12.0,1.6150558,5.033150842309812,8.771579,1.4619258144916831,4.555937359754458,7.939909931415052,0.025689223057643984,0.02946904965316044,True,False
2.1,3.4,3.9,2.4843352,3.373933696651341,3.488875,2.378318609949598,3.2299543937263073,3.339990566036934,0.026718379659556035,0.02946904965316044,True,False
4.2,3.6,1.95,3.0302463,3.56615165574622,2.113254,3.189652670356648,3.7537494211694864,2.2244220137988364,0.02869352869352859,0.02946904965316044,True,False
2.45,3.5,3.0,2.3300474,3.4276468464304384,3.0718563,2.368497562828575,3.484209507917861,3.122547636448034,0.027210884353741305,0.02946904965316044,True,False
3.25,3.2,2.3,3.6574495,3.378109739332924,2.1279018,3.6926769939721154,3.410646803290952,2.1483971664889876,0.054974916387959816,0.02946904965316044,True,False
3.6,3.5,2.05,4.6166787,3.713329627057101,1.7249448,4.778864401586192,3.8437802905259773,1.7855428607180286,0.051296941540843966,0.02946904965316044,True,False
1.91,3.4,4.5,2.109658,3.6305393358101576,3.7862003,2.0770739108886382,3.574464841050958,3.7277216355893117,0.03990007870512935,0.02946904965316044,True,False
3.2,3.5,2.2,2.7325537,3.392094984447853,2.7267857,2.7273093195183225,3.3855847379901687,2.72155238782918,0.05275974025974017,0.02946904965316044,True,False
1.4,4.75,8.0,1.4783906,4.985189575549198,7.955681,1.4399508697958834,4.855569224321946,7.748824385529503,0.04981203007518786,0.029469049653160218,True,False
1.91,3.8,3.8,2.701267,3.8314270317447625,4.60078,2.2265471618635284,3.1580931149882976,3.79224024133592,0.04987599889776795,0.02946904965316044,True,False
2.63,3.25,2.75,3.4125721,3.354375884975276,3.0445735,3.0483865245172077,2.996400987757257,2.719660475725724,0.051556808210800664,0.02946904965316044,True,False
1.2,7.0,13.0,1.2096741,6.457511056586714,13.637708,1.2395019759516626,6.616738798166444,13.97398348094197,0.05311355311355315,0.02946904965316044,True,False
1.44,4.5,7.5,2.041143,5.114106805963494,7.745561,1.615050341721064,4.046527021822734,6.128659922482274,0.050000000000000044,0.02946904965316044,True,False
2.4,3.3,3.0,3.252218,3.5194037332142085,2.400072,3.185265532591811,3.4469506613811003,2.350662480532637,0.05303030303030298,0.02946904965316044,True,False
1.44,4.75,8.0,1.3066963,6.15311544545129,11.404072,1.2889604776813528,6.0695990790619705,11.24928429632983,0.029970760233918092,0.02946904965316044,True,False
2.1,3.4,4.0,2.0264208,3.7692853034807,5.7529993,1.8357534280478263,3.4146305806954254,5.211695569409804,0.020308123249299648,0.02946904965316044,True,False
1.95,3.6,4.2,2.1887937,3.50468676449732,3.8520818,2.129975558085373,3.4105075046368323,3.748567105011011,0.028693528693528814,0.02946904965316044,True,False
2.6,3.3,3.0,2.3308122,4.066965793532948,4.446523,2.0372598748721877,3.554754820233929,3.8865092465406526,0.020979020979020824,0.02946904965316044,True,False
2.05,3.6,3.8,2.015293,3.5360181330215674,4.311832,1.9790003222158934,3.472339370102063,4.234181782720906,0.028740550563400413,0.02946904965316044,True,False
3.75,3.5,2.1,3.384737,3.6128675168190054,2.0325966,3.4989728757750087,3.7348027723397146,2.1011972897690048,0.02857142857142847,0.02946904965316044,True,False
2.2,3.25,3.75,2.2369869,3.4516418068512666,3.722184,2.184700255506442,3.370964207855338,3.6351828690281778,0.028904428904428903,0.02946904965316044,True,False
3.6,3.4,2.2,2.610136,3.533667962729116,2.9477425,2.5490006954380253,3.450901350434461,2.8786995282177332,0.02644087938205586,0.02946904965316066,True,False
4.33,4.0,1.85,3.4127955,3.781073093728765,2.0774884,3.4438630528950047,3.8154930928235156,2.0964003087432252,0.021487422757630492,0.02946904965316044,True,False
5.5,3.9,1.7,4.5792894,3.648570246363059,1.7494575,4.733158221338976,3.7711659141970815,1.8082409473550285,0.026463732346085234,0.02946904965316044,True,False
4.0,3.5,2.05,3.0878181,3.4124060568476438,2.5041625,3.048128807215056,3.3685444696870372,2.4719752096695773,0.023519163763066286,0.02946904965316044,True,False
2.8,3.2,2.8,2.5017354,3.3739520401016017,3.0280628,2.494167947702947,3.3637461345207944,3.0189030674314874,0.026785714285714413,0.02946904965316044,True,False
5.0,4.0,1.75,4.727051,3.728051544611243,1.7644767,4.805368708557759,3.789817917744638,1.7937105406622909,0.021428571428571352,0.02946904965316044,True,False
2.5,3.25,3.2,2.255941,3.409733595370031,3.5864623,2.225063093487028,3.363063428569474,3.537373188050963,0.020192307692307843,0.02946904965316044,True,False
1.29,6.5,11.0,1.28799,6.094340259985202,12.241628,1.2788688914025592,6.051182230064899,12.154936279495939,0.01994904320485702,0.02946904965316066,True,False
1.55,4.2,7.0,1.537476,4.307953168706373,7.662168,1.512964889730507,4.239274007770014,7.5400149151110005,0.026113671274961447,0.02946904965316044,True,False
1.91,3.75,4.33,1.5992981,5.324746290248305,7.744057,1.4637364574992795,4.873403700597216,7.0876463340723905,0.02117375830784063,0.02946904965316044,True,False
3.2,3.4,2.4,3.112121,3.45945280975029,2.6614408,2.9810863865659405,3.313793844088658,2.549381861892808,0.023284313725490335,0.02946904965316044,True,False
2.8,3.5,2.63,3.2184706,3.601947641988982,2.1773546,3.275176234042061,3.6654097273939352,2.215717013452972,0.023085279739272213,0.02946904965316066,True,False
3.8,3.5,2.1,3.6502557,3.8274618452634543,3.1665235,3.017541825618188,3.164032064415083,2.617656770639153,0.025062656641603898,0.02946904965316044,True,False
5.0,3.7,1.8,4.7927785,3.539728916218712,1.8560696,4.794913501294662,3.5413056884552465,1.8568964497301248,0.02582582582582571,0.02946904965316044,True,False
2.0,3.6,4.0,2.984619,3.3914730892784073,3.0743833,2.769231968761574,3.1467252406631214,2.8525185143165825,0.02777777777777768,0.02946904965316066,True,False
3.2,3.25,2.45,3.691383,3.613092869119107,2.3766134,3.4725472363889422,3.3988983212453263,2.235720877756507,0.028355572998430167,0.02946904965316044,True,False
1.44,4.5,9.0,1.579811,4.559728594664261,6.4622593,1.545396297347669,4.460399398158765,6.3214854159574685,0.02777777777777768,0.029469049653160218,True,False
2.88,3.4,2.6,3.8781145,3.5421627082828637,2.6228182,3.4711578998813954,3.170459757129424,2.3475882580081064,0.025955253896430275,0.02946904965316066,True,False
1.53,4.75,6.0,1.4995031,5.024973918258764,8.309248,1.4365386511041538,4.813974190842204,7.960340836750054,0.030787753697970377,0.02946904965316044,True,False
1.95,3.5,4.33,2.0171797,3.893197213181308,4.4998817,1.9101140698157246,3.686558269206316,4.261041792859883,0.029481680751888728,0.02946904965316044,True,False
2.05,3.3,4.2,1.9323974,3.5820374326890634,4.6871448,1.8958751139945929,3.5143372277193397,4.598558026473907,0.028930419174321598,0.029469049653160218,True,False
1.8,3.6,5.25,1.872212,3.712825886469671,5.1685185,1.8130599232295725,3.595519987103505,5.005220170648532,0.023809523809523725,0.02946904965316044,True,False
1.75,3.8,5.25,1.8878822,3.834612784252717,5.255645,1.7985359157656233,3.653135239622827,5.006915103789145,0.025062656641603898,0.02946904965316044,True,False
1.36,5.25,9.5,1.3590837,4.758540881022742,8.751713,1.3996562276350002,4.900597168195216,9.012976814859998,0.031033466017986067,0.02946904965316044,True,False
1.73,3.75,5.5,1.7932225,3.935846693060297,5.3053436,1.742272851373569,3.824020022849592,5.154606484656387,0.026519530565773497,0.029469049653160218,True,False
2.5,3.4,3.0,3.2005043,3.411900206762027,2.6970289,3.0352727470034417,3.2357550465192113,2.5577901598890365,0.027450980392156765,0.02946904965316044,True,False
1.83,3.75,4.75,1.9463872,4.052179117722904,5.863438,1.7604067180789609,3.664986631628266,5.303177039824325,0.02364106988783421,0.02946904965316044,True,False
1.91,3.6,4.5,2.3060036,3.3405296940813223,3.4924839,2.2833001800013015,3.3076410382192245,3.458099025822678,0.023560209424083656,0.02946904965316044,True,False
3.6,3.4,2.2,3.9364207,3.631220842931898,2.10268,3.842899195525405,3.544950265608077,2.0527244565889045,0.02644087938205586,0.02946904965316044,True,False
1.4,5.25,8.5,1.4465779,4.559879823288589,6.9958644,1.4803907779706504,4.666464417622729,7.159388677887213,0.022408963585434094,0.02946904965316044,True,False
2.3,3.25,3.5,2.4536068,3.5177953206863837,3.0867004,2.421034916933663,3.4710962551740128,3.045724301636491,0.028189202102245625,0.02946904965316044,True,False
4.33,3.6,1.95,4.26217,3.626057778644831,1.8006396,4.412428923209446,3.753891382876479,1.864119585224194,0.02154517281538082,0.02946904965316044,True,False
2.38,3.25,3.4,2.414423,3.691717456088487,3.6989603,2.240709359761868,3.426104602027958,3.4328265038277546,0.021978021978022122,0.02946904965316044,True,False
2.1,3.3,4.0,1.9347054,3.663123547142825,4.476282,1.9042533399407657,3.6054663178487214,4.4058258035830145,0.02922077922077926,0.02946904965316044,True,False
5.0,4.0,1.73,4.4152665,3.7039627994204976,1.6641389,4.706525665538987,3.948299771731355,1.7739160969333816,0.028034682080924966,0.02946904965316044,True,False
2.05,3.5,4.0,2.0800383,3.4473717884252495,3.6852343,2.1057401254354233,3.489968868457622,3.7307706683121045,0.023519163763066286,0.02946904965316044,True,False
3.0,3.4,2.5,2.5600615,3.354799908394234,3.291101,2.4682412821554456,3.2344752447077676,3.17306085481051,0.027450980392156765,0.02946904965316044,True,False
4.33,3.5,1.95,3.6770566,3.4392705900199254,2.1779008,3.649927573500832,3.413895941888917,2.1618324346989244,0.029481680751888728,0.02946904965316044,True,False
1.91,3.5,4.75,1.6229988,3.8621218706808675,5.757888,1.6533852847235244,3.934430215019861,5.865689705439536,0.019800810927843138,0.02946904965316044,True,False
2.1,3.5,3.8,1.865961,3.8422432213884483,4.456157,1.8498675238628934,3.8091046567188136,4.417723822334332,0.025062656641603898,0.029469049653160218,True,False
3.6,3.5,2.15,3.5304806,3.4712054813811877,2.3499255,3.418709822769934,3.361311338720564,2.2755297771793095,0.02860834256183087,0.02946904965316044,True,False
2.1,3.5,3.9,2.013043,4.732747300301834,6.3482122,1.692568922019539,3.979299664280377,5.337584670056916,0.01831501831501825,0.02946904965316044,True,False
1.73,3.8,5.5,2.1724489,3.5547017742095792,4.2449956,2.062145540649687,3.3742164135523085,4.029461482248189,0.023010758635948925,0.02946904965316044,True,False
1.91,3.5,4.75,1.8791788,4.4762901369076324,5.889909,1.689082128477659,4.023471200974467,5.294088779661291,0.019800810927843138,0.02946904965316044,True,False
2.63,3.1,3.1,2.3919668,3.3751211447738543,3.3679657,2.3496739994561784,3.315444947579275,3.308415953871017,0.025389427204709936,0.02946904965316044,True,False
8.0,4.75,1.45,6.537344,4.081186545812584,1.4947428,6.775708509967049,4.229994624219503,1.5492440675870365,0.025181488203266822,0.02946904965316044,True,False
4.5,3.75,1.85,5.299949,3.6495400436715983,1.7478063,5.3275690096672,3.6685589673875163,1.756914742554957,0.029429429429429277,0.02946904965316044,True,False
1.7,3.75,5.75,1.5873846,4.123056318860174,6.598108,1.5790506191601592,4.101409592353974,6.56346643191045,0.02881500426257455,0.02946904965316066,True,False
2.63,3.4,2.88,2.574761,3.8240122348603443,3.070603,2.439931210202007,3.6237642373627303,2.909807995748718,0.021568006163175113,0.02946904965316044,True,False
2.45,3.3,3.2,2.0312893,3.471282509273791,4.533503,1.9750292334795099,3.3751392645100777,4.407939658812537,0.02369356833642544,0.02946904965316044,True,False
1.75,3.75,5.25,1.5583379,3.9910059732889795,6.1796565,1.5956134915006914,4.086471079207846,6.327474311408442,0.02857142857142847,0.02946904965316044,True,False
1.65,4.2,5.5,1.8872406,3.6684407827575836,5.4275312,1.8088637675434933,3.516090965414029,5.202126805305347,0.025974025974025983,0.02946904965316044,True,False
4.33,3.5,1.95,5.120572,3.8489020459693677,2.3524432,4.378083819465118,3.290807349509223,2.0113366031287603,0.029481680751888728,0.02946904965316044,True,False
1.5,4.33,8.0,1.4967215,4.789822146121994,7.9934654,1.456792430289618,4.6620405628377135,7.780217539690933,0.022613548883756662,0.02946904965316044,True,False
2.7,3.4,2.8,2.4787645,3.315638435104274,3.169013,2.457369740759223,3.287020501908887,3.1416606362453203,0.02163087457205104,0.02946904965316044,True,False
1.73,3.8,5.5,2.0394282,3.6973995662552386,3.8314278,2.02422193610058,3.6698310958189735,3.8028602053803118,0.023010758635948925,0.029469049653160218,True,False
2.25,3.3,3.6,2.328586,3.5924392939112546,3.3669825,2.2728076695761006,3.506386811122475,3.286330580502063,0.025252525252525082,0.02946904965316044,True,False
1.62,4.2,6.0,1.860935,4.390746050047079,5.560851,1.708143083641857,4.030244369800925,5.104278185244937,0.022045855379188684,0.02946904965316044,True,False
1.44,4.75,8.5,1.5617768,4.315682392506424,7.590512,1.522763474402501,4.207876517268989,7.400900920049961,0.02261781905744753,0.02946904965316044,True,False
2.15,3.4,3.8,2.3105488,3.342146803978539,3.3758206,2.3077695641237237,3.338126714515821,3.3717600723390144,0.02239182086543301,0.02946904965316044,True,False
2.45,3.2,3.3,2.4796698,3.3746495933886527,2.8612328,2.526969681870214,3.439021381887984,2.9158110745760126,0.02369356833642544,0.02946904965316044,True,False
3.8,3.5,2.1,4.774891,4.0136826438282425,1.8551514,4.627150768719276,3.889494962349607,1.7977510455463401,0.025062656641603898,0.02946904965316044,True,False
2.15,3.3,3.9,2.547939,3.4476197264539916,3.2583926,2.448839955254579,3.3135285150454634,3.131661186657313,0.024556838510326973,0.02946904965316044,True,False
5.25,3.75,1.75,5.608599,3.551707408796182,1.6841794,5.740138486142022,3.6350060963373685,1.7236787115374292,0.02857142857142847,0.02946904965316044,True,False
2.38,3.4,3.25,2.8982365,3.383268535358326,2.637505,2.870890948682423,3.3513465532484186,2.6126195666544705,0.0219780219780219,0.02946904965316044,True,False
1.53,4.2,7.5,1.8508066,3.8157033030356993,5.70358,1.7577498256282051,3.6238533550120344,5.416809390066046,0.025023342670401405,0.02946904965316044,True,False
3.2,3.25,2.5,2.7063067,3.4643224971495887,2.6484182,2.7228126091250506,3.485451709217971,2.6645712177441676,0.020192307692307843,0.02946904965316044,True,False
1.44,4.75,8.0,1.6152266,4.600367618570755,8.525691,1.4964628926047037,4.262113438559838,7.898817038274022,0.029970760233918092,0.02946904965316044,True,False
2.05,3.4,4.1,2.4645102,3.388186184440019,3.3447292,2.3936779662639065,3.2908066805834517,3.248598523176645,0.02582496413199431,0.02946904965316044,True,False
2.25,3.3,3.6,2.1744294,3.424608744092489,3.6991603,2.159131921250718,3.400515954316006,3.673135983349083,0.025252525252525082,0.02946904965316044,True,False
1.75,4.0,5.0,1.8211492,4.434879102367351,5.56943,1.6878920531833945,4.110369838004533,5.161903341966704,0.021428571428571352,0.02946904965316044,True,False
4.75,3.6,1.85,3.9281406,3.498500536384793,2.1690202,3.8212199396301125,3.403274348592664,2.109981307753297,0.028844634107791922,0.02946904965316044,True,False
2.1,3.75,3.6,2.1070323,3.663096022862806,4.1580286,2.0223469481247394,3.5158697710431643,3.9909101200072685,0.02063492063492056,0.02946904965316044,True,False
1.5,4.33,6.0,1.4101995,5.79859987042283,8.151625,1.3756534985957802,5.656549942020062,7.951931849819015,0.0642802155504234,0.02946904965316044,True,False
2.8,3.25,2.5,3.1249871,3.723276082765637,2.6866417,2.916521525686825,3.4748989110476507,2.507417638827125,0.06483516483516505,0.02946904965316044,True,False
1.62,3.75,5.5,1.8779163,3.6933981057357097,5.4351444,1.8008951073247756,3.541916411828261,5.212226421945074,0.06576879910213251,0.02946904965316044,True,False
2.38,3.25,3.0,1.9452466,3.455884681521574,4.361202,1.9514078319637715,3.4668308011375246,4.375015346941711,0.06119370825253179,0.02946904965316044,True,False
2.6,3.1,2.8,2.4464514,3.3826225483095214,3.2645364,2.401862852892414,3.320971467884714,3.2050374487437483,0.06433888691953205,0.02946904965316044,True,False
1.8,3.5,4.5,1.9122257,3.6681512996837555,4.522938,1.8884385117322098,3.6225212709929373,4.4666746764183625,0.06349206349206349,0.02946904965316044,True,False
1.4,4.2,9.0,1.5291909,4.677682215599047,9.017637,1.453652109113694,4.446614811609906,8.572185416926532,0.06349206349206349,0.02946904965316044,True,False
3.0,3.25,2.38,2.7007558,3.4995417318494764,2.836805,2.64581727063674,3.4283542107857237,2.779098986361035,0.06119370825253179,0.02946904965316044,True,False
5.25,4.0,1.7,6.007399,4.49373376968133,1.7717472,5.563550348483919,4.161720282287517,1.6408439981550933,0.028711484593837433,0.02946904965316044,True,False
2.5,3.3,3.1,2.491578,3.3720261305586825,3.1306434,2.462205399514974,3.332273919769297,3.093736697015504,0.025610948191593375,0.02946904965316044,True,False
1.73,3.8,5.5,1.6640755,4.062138391960212,6.1709876,1.6312449592744727,3.9819964391343317,6.049239888806349,0.023010758635948925,0.02946904965316044,True,False
4.5,3.6,1.91,3.7040544,3.384685599798164,2.3272014,3.5804783427146307,3.2717644891965025,2.2495604458841205,0.023560209424083656,0.02946904965316044,True,False
2.9,3.25,2.7,3.2499027,3.461053334959791,2.342919,3.2308977456182544,3.4408136951076225,2.329218102477271,0.022890264269574523,0.02946904965316044,True,False
1.36,5.25,10.0,1.3951845,5.097273895097352,9.889542,1.3742896332263215,5.020935105041392,9.741432231822237,0.025770308123249208,0.02946904965316044,True,False
2.63,3.4,2.88,2.5674295,3.630302086774338,3.5894306,2.353151717608937,3.3273169011019443,3.2898565927363017,0.021568006163175113,0.02946904965316044,True,False
1.67,3.8,6.0,1.5799613,4.433576128633482,6.0593586,1.5708194681022927,4.407922867719187,6.0242984479185875,0.02862695661308967,0.029469049653160218,True,False
2.0,3.5,4.2,1.8618072,3.553343744404978,4.5308523,1.879490097542849,3.5870922982204987,4.573884937750745,0.023809523809523725,0.02946904965316066,True,False
4.0,3.6,2.0,3.7485871,3.5712056459244983,1.9519744,3.8564324741687,3.673947778437986,2.0081319011278898,0.02777777777777768,0.02946904965316044,True,False
3.0,3.4,2.55,3.3274252,3.45556747825964,2.0975034,3.4476911489994135,3.5804648951629856,2.173315255375812,0.019607843137254832,0.029469049653160218,True,False
2.05,3.5,4.0,1.9194347,3.7314365071632256,4.829452,1.8571118809100597,3.610279214916363,4.672642973309964,0.023519163763066286,0.02946904965316044,True,False
1.6,4.0,6.5,1.703731,4.043558333832438,6.7255473,1.6267285884790463,3.8608044484865993,6.421577545589497,0.028846153846153744,0.02946904965316044,True,False
2.38,3.4,3.25,2.202404,3.5644429040462096,2.9482403,2.297208431837479,3.7178773988769604,3.0751497439965148,0.0219780219780219,0.02946904965316044,True,False
1.22,7.0,15.0,1.2379164,6.538209813699761,15.065354,1.235107968406927,6.523376753497784,15.031176435521923,0.02919594067135045,0.02946904965316044,True,False
1.73,4.0,5.0,2.1223075,3.550222546281847,3.7992835,2.0946748924048064,3.5039982438983213,3.7498163698567417,0.028034682080924966,0.02946904965316044,True,False
