Unnamed: 0,HomeTeam,AwayTeam,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,HomeTeamLP,AwayTeamLP,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP,FTR
1070.0,1.0,0.0,33.0,66.0,37.0,33.0,-0.31303245298708426,1.6926348547294578,D,L,L,L,L,W,L,W,W,D,8.0,1.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.17803176499033924,1.5238296609828326,-1.4292560329902912,-0.7597564931240816,0.8697713714064936,NH
1695.0,25.0,1.0,29.0,22.0,22.0,19.0,0.7338714104315209,0.2315468177410113,D,W,L,W,W,L,D,L,W,W,11.0,6.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5880742349379594,0.2314257722688235,0.361298766051557,0.5040364664308076,0.6211637928092925,NH
618.0,32.0,39.0,27.0,27.0,37.0,39.0,-0.40276706985892013,-0.2504616068284715,D,L,W,W,L,L,W,L,D,W,10.0,15.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6128486838689657,-0.7651266238488854,-0.11046417501305693,0.033787923340025686,-0.621874100176713,NH
981.0,24.0,32.0,25.0,25.0,21.0,20.0,-0.020419571901063083,0.5197040280715614,L,L,W,L,D,W,W,D,D,D,12.0,11.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2675880587042494,0.30725041110359036,-0.3845714965008689,-0.579579741560258,0.12394863561489027,NH
3124.0,22.0,33.0,20.0,10.0,14.0,15.0,-0.34294399194436276,-1.0939763498402504,D,L,L,W,L,W,L,L,D,L,9.0,18.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0021855862507953,-0.8481726568593173,0.5328489264386613,0.033787923340025686,-1.1190892573711153,H
3978.0,41.0,40.0,18.0,13.0,30.0,28.0,-0.9411747710404009,-0.8529721375533398,W,L,W,L,L,D,D,L,L,W,15.0,16.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9855489000502197,-1.2634028219069924,-0.06757663491635808,0.19053743770343154,-0.12465894298231084,NH
2055.0,36.0,28.0,19.0,11.0,12.0,23.0,0.8983848746857848,-1.4253571417355657,W,W,D,L,D,L,L,L,L,W,9.0,16.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6605437214174821,-1.1388337723928394,1.6586468539806738,0.9155039416334783,-0.8704816787739141,H
5843.0,32.0,1.0,20.0,12.0,17.0,27.0,0.13564063132902165,-2.057993198990062,L,L,W,W,D,L,L,D,L,L,7.0,17.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3064785160452909,-1.5125409209367935,1.5621498887628311,1.162384426755645,-1.2433930466697158,
1115.0,34.0,26.0,21.0,59.0,59.0,46.0,-1.599228628046689,0.9545594545952363,L,L,L,L,L,D,L,L,L,W,17.0,4.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.5653047918938547,0.5220868878023456,-1.8259657788790045,-0.2797111053862217,1.6155941071980968,NH
4507.0,40.0,23.0,30.0,78.0,57.0,27.0,-0.9085440012703905,2.411539465246424,L,W,W,D,D,W,W,W,W,W,16.0,1.0,8.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.2114278189477234,2.2924773187766703,-2.367908331011379,-0.564710222410083,1.8642016857952979,
959.0,1.0,24.0,17.0,22.0,20.0,18.0,-0.3668732231058783,0.03874344790888021,L,W,L,L,W,L,D,D,L,W,8.0,12.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21530178660846458,0.28125339207418576,-0.2905918434197481,0.1748624862669781,-0.4975703108781125,H
2879.0,2.0,11.0,22.0,33.0,32.0,16.0,-0.8759132315025338,1.557069985317935,L,D,W,L,D,W,W,D,W,L,18.0,2.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6693184135922237,1.1373824960108363,-1.7362918314050853,-0.6074600899650728,1.9885054750938984,NH
647.0,19.0,10.0,37.0,30.0,29.0,32.0,0.6939893584884826,-0.12995950069694587,D,L,L,D,L,L,D,W,L,L,4.0,9.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.450037117833184,-0.1284403707740396,0.5900323132343627,-0.17521142914442137,-0.621874100176713,H
2621.0,21.0,40.0,52.0,35.0,22.0,52.0,1.2022006489244756,-0.6119679252664292,W,D,W,W,D,D,D,L,L,D,3.0,10.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.286147655721943,-0.7437719296459466,1.297472498450372,0.6787002110048845,-0.8704816787739141,H
4102.0,33.0,11.0,36.0,54.0,38.0,25.0,-0.16540453491247536,1.0672872313213113,W,L,D,L,L,D,W,W,W,D,11.0,1.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0878623578497758,1.3806757129522684,-0.8782894896492078,-0.6033230060077743,1.2426827393022952,NH
5374.0,21.0,15.0,7.0,11.0,8.0,13.0,-0.5822363035810552,-0.9734742436978796,L,L,W,L,W,L,W,L,D,D,2.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2401484676877118,-0.5159885248190845,0.2755236858587769,0.5040364664308076,-0.3732665215795119,
1192.0,26.0,5.0,5.0,4.0,7.0,10.0,-1.6590517059569387,-0.9734742436978796,D,D,L,L,D,W,D,L,D,L,3.0,17.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48861527847422065,-1.5125409209367935,-0.4964520358839644,-0.9067091628387165,-1.740608203864118,H
1054.0,16.0,32.0,33.0,30.0,35.0,28.0,-0.07972244914615478,0.25564723896731634,W,D,W,W,L,W,L,L,L,W,13.0,11.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.091068381214763,0.08194291285079343,-0.2391267953040799,0.4099867578109582,0.2482524249134908,H
3947.0,41.0,34.0,14.0,17.0,25.0,15.0,-1.443688625481762,0.11104471158779529,L,L,L,L,W,D,W,D,W,L,15.0,13.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0849356243642267,0.18159815246196637,-1.1140326132781573,-0.9067091628387165,0.2482524249134908,NH
2057.0,23.0,40.0,25.0,16.0,14.0,14.0,1.4367925758737266,0.6081158994372757,D,W,W,W,W,L,L,L,L,W,3.0,18.0,13.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0332439375987361,0.16914124751099952,0.5971802365844043,1.7972199599269307,-1.8649119931627187,NH
4079.0,5.0,1.0,38.0,31.0,37.0,46.0,0.03308678348164828,-0.4570366459358759,W,L,W,L,L,D,D,L,W,W,14.0,6.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061561231126202466,-0.8185133593547376,0.34904518316753586,-0.1677471665557012,0.9940751607050942,H
2121.0,11.0,10.0,48.0,27.0,11.0,31.0,2.9759363303491564,0.048174047526718125,W,W,W,W,W,D,D,W,L,W,1.0,11.0,15.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4065632124346967,-0.27768251705203373,2.09917647780663,0.8925026541998586,-1.2433930466697158,H
3884.0,38.0,16.0,11.0,9.0,14.0,9.0,0.13564063132902165,-0.6119679252664292,D,D,W,W,D,L,D,D,D,W,18.0,12.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48861527847422065,-0.017712326760977462,0.5328489264386613,0.974285009518768,0.745467582107893,H
5359.0,17.0,39.0,3.0,4.0,3.0,5.0,-0.5822363035810552,-1.1542274029125201,L,D,W,M,M,L,W,L,M,M,16.0,13.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00831834310028775,-0.39141947530493143,0.40418630614871903,0.7391607379747877,0.3725562142120914,
5551.0,15.0,21.0,31.0,33.0,34.0,27.0,-0.40276706985892013,0.6533041892338863,W,D,D,L,L,W,W,W,D,W,5.0,2.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17803176499033924,0.35599482178297653,-0.7537772764653928,-0.9067091628387165,0.3725562142120914,
1369.0,1.0,19.0,21.0,19.0,27.0,44.0,-0.2076918157943936,-1.1778039019397624,L,L,W,W,D,L,L,L,L,D,16.0,15.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38058623030565475,-1.6425260160838164,0.6894816815759213,0.7698291212186733,0.12394863561489027,H
5943.0,26.0,38.0,25.0,23.0,44.0,31.0,-0.926817232341338,-0.2649218595729311,L,L,W,D,L,D,D,L,D,W,15.0,13.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1246903140907243,-0.49605747689723856,-0.47586601663800593,-0.19193137734309815,0.2482524249134908,
4352.0,23.0,40.0,42.0,15.0,14.0,30.0,2.2892714360807895,-1.0939763498402504,W,W,W,W,D,D,D,W,L,W,1.0,16.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.327341910456938,-1.2634028219069924,2.419900690706072,0.8175354951570549,-1.8649119931627187,NH
112.0,22.0,20.0,14.0,9.0,19.0,7.0,-0.22329783611524837,0.6533041892338863,L,W,W,L,D,W,L,L,D,D,18.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6128486838689657,0.2314257722688235,-0.6251146561754505,0.5040364664308076,1.2426827393022952,H
2514.0,28.0,10.0,34.0,18.0,23.0,43.0,0.5843137156666643,-1.3349805621271609,D,D,L,W,W,L,L,W,D,L,17.0,13.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6916020727654231,-1.5748254456991022,1.3691559583271455,0.5040364664308076,0.4968600035106919,H
4855.0,40.0,26.0,35.0,40.0,56.0,50.0,-0.7975993840562319,-0.3950641342079925,W,L,W,L,D,W,L,W,L,W,15.0,5.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0352422622072233,-0.5159885248190845,-0.2905918434197481,-0.1543114938960049,1.2426827393022952,
3974.0,5.0,38.0,30.0,24.0,24.0,29.0,0.37493294296571406,-0.12995950069694587,W,L,D,W,W,L,W,W,L,L,14.0,18.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.505251964674796,-0.4329424918101474,0.361298766051557,0.6607859807925205,-0.4975703108781125,H
3733.0,41.0,15.0,28.0,50.0,50.0,42.0,-0.6495372662295479,0.47255103002575294,W,D,W,L,L,W,W,D,W,L,18.0,5.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0166072513981605,0.35599482178297653,-0.8020257590743141,-0.23072688214801007,1.6155941071980968,NH
2887.0,40.0,15.0,22.0,38.0,37.0,22.0,-0.8631446694188977,0.8969280125247878,W,D,L,W,D,W,W,L,W,L,18.0,6.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9639430904153138,1.0221684344047426,-1.2572397036893226,-0.08888560964003106,1.4912903178994963,NH
5628.0,13.0,22.0,36.0,62.0,41.0,28.0,-0.23487649636441768,1.4871010204519788,W,W,L,W,L,W,L,W,L,W,11.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23213340927524378,1.621777099111683,-1.226923686565434,0.033787923340025686,1.2426827393022952,
3367.0,11.0,15.0,55.0,47.0,20.0,34.0,1.6366560407021178,0.63687208386316,W,W,L,W,W,D,W,L,W,D,2.0,5.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5894707753902682,0.5711595436713309,0.7199945559518659,0.3757868637686593,-0.3732665215795119,NH
3309.0,38.0,0.0,24.0,38.0,49.0,25.0,-0.9810568229791319,0.8340573484637106,L,L,D,L,W,D,D,D,D,W,18.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3720528279415038,0.7020199593229549,-1.2970194510253283,-0.2797111053862217,1.8642016857952979,H
4453.0,34.0,21.0,35.0,30.0,31.0,26.0,-0.120743988267875,0.24015411104076848,D,L,L,W,W,L,L,L,D,W,10.0,6.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22128989520364847,0.19583461526392557,-0.2575071696301117,0.33609055818389816,0.4968600035106919,H
5239.0,1.0,33.0,32.0,29.0,38.0,43.0,-0.2950855296213317,-0.5396666615875136,W,W,L,D,L,D,W,L,D,D,15.0,13.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2898418298447154,-0.7152990040435232,0.17259358962589672,0.12783763195789988,0.2482524249134908,
3894.0,23.0,36.0,20.0,11.0,12.0,8.0,0.9253052597451819,0.47255103002575294,W,D,D,D,W,D,W,W,L,W,2.0,4.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2009590348803005,0.4307362514917673,0.32698873397444495,-0.24836120251387914,-0.24896273228091137,NH
2907.0,16.0,1.0,23.0,43.0,42.0,31.0,-1.3575433932916914,0.7762163375075637,D,L,L,L,D,D,D,W,W,W,18.0,11.0,2.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.1246903140907243,0.6998053984434142,-1.525752998208134,-0.9819489297340315,0.8697713714064936,H
5218.0,13.0,32.0,19.0,38.0,37.0,32.0,-0.6591516894644316,0.24015411104076848,D,L,W,L,W,L,W,D,W,D,18.0,14.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9500536413655808,0.3026080862771245,-0.6434950305014824,-0.06697962160783777,0.4968600035106919,
3103.0,11.0,1.0,12.0,12.0,3.0,8.0,1.571394501170712,1.2472074266568285,W,D,W,D,W,W,W,W,D,L,2.0,6.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9250623120260615,0.8364754413401295,0.2387629372036254,0.43685810313091517,-0.4975703108781125,H
2038.0,11.0,25.0,31.0,18.0,7.0,18.0,2.494379131775536,0.007757192034093106,W,L,W,D,W,W,L,W,L,D,1.0,7.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5639769683495612,-0.017712326760977462,1.78271438069374,0.6383931930277706,-0.7461778894753136,H
1092.0,5.0,39.0,36.0,37.0,48.0,56.0,-0.5188942210794881,-0.7395583905954315,L,W,W,W,L,D,D,W,D,W,16.0,7.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5178466679797434,-0.8530577176242852,0.1544294549965831,0.033787923340025686,1.1183789500036945,NH
2423.0,23.0,15.0,30.0,18.0,7.0,12.0,2.2892714360807895,0.25564723896731634,D,W,W,W,W,D,W,L,L,D,2.0,11.0,13.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2942130023403426,0.580219110909349,1.4592197925299506,1.5385832612265775,-1.1190892573711153,H
5655.0,0.0,11.0,63.0,65.0,32.0,26.0,1.508052418669145,2.1312270792897694,D,W,W,W,W,D,W,W,W,W,4.0,3.0,13.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.367577955054923,1.6969440018533377,-0.4359049204539483,0.033787923340025686,0.12394863561489027,
5605.0,11.0,32.0,58.0,39.0,23.0,20.0,2.016973288351821,0.8839202889214567,D,W,D,W,W,W,L,L,D,W,3.0,8.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8075607660381035,0.9616581314919886,0.8167940194934449,0.42295913141505825,-0.621874100176713,
5776.0,34.0,39.0,6.0,15.0,16.0,9.0,-2.1974594071448807,0.7436807688487985,L,L,L,D,D,D,W,W,W,L,16.0,12.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.855182737805982,1.1034091188708846,-2.1047347895151898,-2.7877033351990224,0.4968600035106919,
1394.0,32.0,15.0,23.0,28.0,23.0,36.0,-0.16807653343151463,-0.6953924602899058,L,D,L,W,L,L,L,D,L,L,8.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00831834310028775,-0.4776595865069224,0.37449493223518043,0.35934460701869336,0.12394863561489027,H
6078.0,38.0,21.0,33.0,62.0,47.0,49.0,-0.35553832414370196,0.586710920062217,D,L,D,L,L,D,W,L,D,W,13.0,6.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5409240807463984,0.49367640282564323,-0.672516674177252,-0.41171069642900066,0.8697713714064936,
3511.0,41.0,1.0,8.0,13.0,15.0,8.0,-1.0129624645314086,0.9063586121426257,D,L,L,W,L,D,W,D,L,W,18.0,6.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0352422622072233,0.7297019703269305,-1.3713578538595859,-1.0948085800755936,1.4912903178994963,NH
5730.0,1.0,34.0,2.0,4.0,3.0,8.0,-1.120644004768997,-2.2387463582047022,L,L,W,M,M,D,L,L,M,M,17.0,16.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36438187308096615,-1.5125409209367935,0.7901741670200897,1.4445335526095497,0.12394863561489027,
4654.0,36.0,40.0,17.0,10.0,13.0,16.0,0.9253052597451819,-1.045775507383302,W,L,W,W,W,W,L,D,L,L,4.0,15.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.604638688990294,-0.914609483266467,1.4077547444142826,2.2909809301712643,-1.3676968359683164,
5009.0,38.0,0.0,6.0,13.0,5.0,7.0,-0.27457476003893505,1.8669325439790416,W,W,D,L,D,W,W,W,W,W,8.0,4.0,8.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22128989520364847,1.2635693253899354,-1.525752998208134,-2.7877033351990224,0.4968600035106919,
4104.0,39.0,23.0,36.0,64.0,49.0,30.0,-0.5127643421291134,1.6270389501838918,D,W,W,D,L,W,L,L,W,W,17.0,2.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6168562130751998,1.621777099111683,-1.525752998208134,-0.05722792370953911,1.8642016857952979,H
2935.0,39.0,11.0,31.0,42.0,27.0,17.0,0.3407483270237684,1.712001264648488,L,W,D,L,W,W,D,D,W,W,15.0,2.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22128989520364847,1.3169560608957875,-0.9743417683916697,-0.36928225645086377,1.6155941071980968,H
2257.0,11.0,23.0,69.0,68.0,20.0,31.0,2.528563747717482,1.9788273568108106,W,W,W,D,W,W,D,W,W,W,1.0,3.0,13.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.037463964529903,1.5186392839230438,0.40418630614871903,0.033787923340025686,-0.24896273228091137,H
1427.0,26.0,10.0,38.0,39.0,29.0,34.0,0.3831844019995512,0.43515382467159824,L,D,W,D,W,W,L,W,L,L,3.0,12.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4709806804284325,0.24001674119970004,-0.03504125967044277,0.22837352737725977,-1.1190892573711153,NH
2554.0,3.0,28.0,30.0,36.0,38.0,26.0,-0.120743988267875,0.39508539037132173,L,W,L,L,W,W,L,D,L,D,6.0,17.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41762476110643365,0.5161550283020275,-0.3677894155940222,0.13455546828788914,-1.3676968359683164,H
2088.0,23.0,5.0,34.0,23.0,14.0,18.0,1.7980924806080651,0.7579507551060677,W,W,W,D,W,L,D,W,D,W,3.0,6.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5775824112358063,0.3756636190749997,0.7495438658752474,0.7762856229560102,-0.3732665215795119,H
2107.0,10.0,2.0,26.0,15.0,30.0,29.0,0.13564063132902165,-1.1284055230240946,W,L,W,L,L,W,L,D,L,L,11.0,12.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2756437263708599,-1.0142647228786865,0.9004564129840001,0.3025013765342342,-0.12465894298231084,H
5929.0,15.0,35.0,39.0,20.0,32.0,30.0,-0.020419571901063083,-0.7062739213797358,D,D,D,L,W,W,L,L,D,W,11.0,8.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46204034540796607,-0.6676378024901131,0.48809671068604066,-0.08888560964003106,0.3725562142120914,
860.0,2.0,22.0,11.0,7.0,12.0,17.0,-0.3864516849653001,-1.2035237190615733,D,W,L,L,W,L,L,L,D,D,18.0,18.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1272090082383636,-1.3766474123754915,0.5796353338169624,1.3162839499474015,-0.00035515368371028726,NH
4793.0,34.0,35.0,27.0,34.0,31.0,27.0,-0.22329783611524837,0.20142129120270744,W,W,L,L,W,W,D,D,W,D,13.0,11.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2401484676877118,0.41827934654080046,-0.30345810544827906,0.033787923340025686,0.2482524249134908,
4140.0,4.0,33.0,48.0,43.0,70.0,43.0,-0.6437686122873256,-0.17816034314955642,D,L,L,L,D,W,D,L,D,W,18.0,11.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9287564861547974,-0.017712326760977462,-0.33470474180438586,-0.4498962924107346,0.8697713714064936,NH
2365.0,23.0,21.0,17.0,9.0,5.0,9.0,1.8106868128074045,-0.12995950069694587,W,W,D,L,W,D,L,W,W,L,2.0,3.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9960528293953392,-0.017712326760977462,1.3905997283757265,0.974285009518768,-0.12465894298231084,NH
2600.0,5.0,15.0,39.0,43.0,39.0,28.0,0.7229944871762864,0.5054152407888961,W,W,L,L,L,W,D,W,D,W,8.0,11.0,6.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00831834310028775,0.6617552160455322,0.15855766741240634,-0.3937107521957662,-0.3732665215795119,H
4012.0,22.0,41.0,33.0,21.0,16.0,34.0,1.2777175732578478,-0.7105605575667044,W,W,W,L,W,W,L,W,L,W,5.0,15.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1603008294783026,-0.9010201324101874,1.4217906666279274,0.41853673132364916,-1.2433930466697158,H
5623.0,23.0,1.0,52.0,19.0,27.0,39.0,1.3629786168364224,-0.8218748198382699,W,W,W,W,L,L,W,W,L,L,7.0,15.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2105771049749638,-0.9821178713911629,1.5621498887628311,0.5798830056385431,-0.9947854680725148,
3177.0,36.0,3.0,16.0,14.0,20.0,24.0,-0.8898978471167143,-0.7668992045948134,L,W,W,D,W,L,L,D,L,D,11.0,7.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41762476110643365,-1.0854470368869873,-0.09208380068594439,1.6460686425064053,0.4968600035106919,H
3718.0,40.0,8.0,27.0,30.0,57.0,61.0,-0.7258116905652243,-1.045775507383302,L,W,L,L,D,D,L,L,L,L,11.0,18.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.482482521624728,-1.5623685407376715,0.22405863774156481,0.3159370491939305,-0.8704816787739141,NH
3770.0,17.0,34.0,32.0,46.0,72.0,53.0,-1.0608209268587472,-0.31071265990507974,L,D,L,L,W,W,L,W,L,D,17.0,16.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6481270621480735,-0.30837344229449953,-0.5393395759811265,-0.20133634820480092,0.12394863561489027,NH
4540.0,0.0,27.0,68.0,47.0,44.0,63.0,1.1057445974324511,-0.2602320478790599,D,D,L,W,W,L,L,L,W,D,4.0,18.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9753243094089299,-0.6641246918093325,0.9779520452824216,0.33881400534394207,-1.740608203864118,
5783.0,22.0,6.0,19.0,10.0,7.0,12.0,1.571394501170712,-0.8529721375533398,W,L,L,W,W,D,L,W,L,D,2.0,18.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9960528293953392,-0.3498964587997155,1.7337000491483914,1.2877840382450152,-1.989215782461319,
5611.0,26.0,0.0,32.0,56.0,46.0,30.0,-0.22329783611524837,1.3401661942594985,L,L,W,L,D,W,W,W,W,W,10.0,4.0,4.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.6873887271052166,1.2778057881918947,-1.1140326132781573,-1.0007588714585656,0.745467582107893,
3079.0,3.0,16.0,5.0,4.0,7.0,3.0,-0.5822363035810552,0.47255103002575294,L,D,W,M,M,W,W,L,M,M,7.0,17.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7370820892622202,0.35599482178297653,-0.7537772764653928,-1.3769577059294982,-1.2433930466697158,H
3134.0,17.0,11.0,14.0,19.0,11.0,4.0,1.571394501170712,1.557069985317935,W,W,W,W,D,L,W,W,W,D,18.0,2.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45555860251779245,2.2245305645027464,0.01819844527734846,0.8802353009017401,1.9885054750938984,NH
3620.0,11.0,34.0,45.0,28.0,16.0,31.0,1.8790560447128322,-0.4053928861590248,W,D,D,W,D,D,D,L,L,D,3.0,16.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.067043346764617,-0.23125926878588046,1.635671386073134,0.8399282829218047,-1.6163044145655174,NH
5094.0,22.0,0.0,41.0,30.0,15.0,11.0,1.1675887252797557,1.9637645935525034,D,W,W,W,L,D,W,W,W,L,2.0,4.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4308697482784383,1.7573966288228038,-0.5607833460297075,0.033787923340025686,-0.24896273228091137,
1678.0,25.0,22.0,24.0,19.0,18.0,14.0,0.6291810240918139,-0.06970844762033811,L,W,W,D,W,W,W,D,D,D,11.0,16.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5673686673721686,0.44942160891896504,0.5006832713665617,0.21013112699871617,-0.621874100176713,H
4995.0,35.0,0.0,7.0,11.0,7.0,6.0,-0.22329783611524837,1.557069985317935,W,D,W,L,L,W,W,W,W,L,9.0,4.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00831834310028775,1.2279781683850375,-1.2684277576267056,-2.3174547921082405,0.6211637928092925,
1746.0,28.0,3.0,26.0,20.0,30.0,33.0,-0.2076918157943936,-0.7062739213797358,L,D,L,W,L,W,L,W,D,D,13.0,15.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2509513725036739,-0.8626154452076578,0.35384006342663493,-0.45690620857907266,-0.24896273228091137,NH
